SESSION,DATE,landmarkid,utme,utmn,clan
S8019,7/24/2012,Maji ya Ndege (North),720973,9849860,serena n
S10800,6/19/2013,Maji ya Ndege (North),720975,9849874,serena n
S8034,7/26/2012,Maji ya Ndege (North),720979,9849840,serena n
S10807,6/20/2013,Maji ya Ndege (North),720989,9849808,serena n
S10328,2/25/2013,Maji ya Ndege (North),720999,9849783,serena n
S10850,6/25/2013,Maji ya Ndege (North),721020,9849556,serena n
S13393,2/18/2014,Maji ya Ndege (North),721028,9849682,serena n
S8354,9/20/2012,Maji ya Ndege (North),721044,9849864,serena n
S10849,6/25/2013,Maji ya Ndege (North),721047,9850367,serena n
S10646,5/27/2013,Maji ya Ndege (North),721051,9849604,serena n
S7989,7/12/2012,Maji ya Ndege (North),721061,9849580,serena n
S8415,10/30/2012,Maji ya Ndege (North),721062,9849558,serena n
S13453,2/27/2014,Maji ya Ndege (North),721064,9850581,serena n
S10977,8/28/2013,Maji ya Ndege (North),721075,9850567,serena n
S8415,10/30/2012,Maji ya Ndege (North),721083,9849744,serena n
S9868,1/15/2013,Maji ya Ndege (North),721101,9849216,serena n
S13337,2/9/2014,Maji ya Ndege (North),721112,9849427,serena n
S13363,2/15/2014,Maji ya Ndege (North),721127,9849378,serena n
S10977,8/28/2013,Maji ya Ndege (North),721130,9850223,serena n
S10666,6/3/2013,Maji ya Ndege (North),721132,9850194,serena n
S11388,12/24/2013,Maji ya Ndege (North),721134,9849351,serena n
S10800,6/19/2013,Maji ya Ndege (North),721146,9849312,serena n
S10089,7/19/2013,Maji ya Ndege (North),721150,9849299,serena n
S8049,7/29/2012,Maji ya Ndege (North),721152,9849268,serena n
S10619,5/21/2013,Maji ya Ndege (North),721154,9849353,serena n
S11123,10/11/2013,Maji ya Ndege (North),721156,9850620,serena n
S10421,3/16/2013,Maji ya Ndege (North),721157,9849282,serena n
S8287,8/12/2012,Maji ya Ndege (North),721192,9849176,serena n
S10564,5/10/2013,Maji ya Ndege (North),721193,9849159,serena n
S10418,3/16/2013,Maji ya Ndege (North),721206,9849103,serena n
S7937,7/1/2012,Maji ya Ndege (North),721208,9850160,serena n
S7937.1,7/1/2012,Maji ya Ndege (North),721208,9850160,serena n
S8577,12/16/2012,Maji ya Ndege (North),721208,9849104,serena n
S13358,2/13/2014,Maji ya Ndege (North),721458,9850929,serena n
S8056,7/30/2012,Maji ya Ndege (North),722610,9850340,serena n
S10678,6/7/2013,Maji ya Ndege (North),727807,9849420,serena n
S7939,7/1/2012,Malmo Den (North),0,0,serena n
S7946,7/2/2012,Malmo Den (North),0,0,serena n
S7952,7/3/2012,Malmo Den (North),0,0,serena n
S7958,7/3/2012,Malmo Den (North),0,0,serena n
S7967,7/5/2012,Malmo Den (North),0,0,serena n
S7963,7/5/2012,Malmo Den (North),0,0,serena n
S7968,7/6/2012,Malmo Den (North),0,0,serena n
S7976,7/7/2012,Malmo Den (North),0,0,serena n
S7974,7/7/2012,Malmo Den (North),0,0,serena n
S7977,7/9/2012,Malmo Den (North),0,0,serena n
S7985,7/12/2012,Malmo Den (North),0,0,serena n
S7982,7/12/2012,Malmo Den (North),0,0,serena n
S7995,7/14/2012,Malmo Den (North),0,0,serena n
S8000,7/15/2012,Malmo Den (North),0,0,serena n
S8012,7/19/2012,Malmo Den (North),0,0,serena n
S8013,7/19/2012,Malmo Den (North),0,0,serena n
S8015,7/19/2012,Malmo Den (North),0,0,serena n
S8014,7/19/2012,Malmo Den (North),0,0,serena n
s8035,7/26/2012,Malmo Den (North),0,0,serena n
S8005.1,7/17/2012,Malmo Den (North),719925,9851130,serena n
S7954,7/3/2012,Malmo Den (North),719983,9851098,serena n
S7947,7/2/2012,Malmo Den (North),720043,9851218,serena n
S8025,7/24/2012,Malmo Den (North),720163,9851038,serena n
S7955,7/3/2012,Malmo Den (North),720201,9851102,serena n
S8031,7/25/2012,Malmo Den (North),720242,9851576,serena n
s8035,7/26/2012,Malmo Den (North),720324,9851312,serena n
S7948,7/2/2012,Mega Junction (),0,0,serena n
S7943,7/2/2012,Mega Junction (),0,0,serena n
S7987,7/12/2012,Mega Junction (),0,0,serena n
S7988,7/12/2012,Mega Junction (),0,0,serena n
S7981,7/12/2012,Mega Junction (),0,0,serena n
S7986,7/12/2012,Mega Junction (),0,0,serena n
S7994,7/14/2012,Mega Junction (),0,0,serena n
S8007,7/17/2012,Mega Junction (),0,0,serena n
S8007.1,7/17/2012,Mega Junction (),0,0,serena n
S8007,7/17/2012,Mega Junction (),0,0,serena n
S8021,7/24/2012,Mega Junction (),0,0,serena n
S8021,7/24/2012,Mega Junction (),0,0,serena n
S8042,7/28/2012,Mega Junction (),0,0,serena n
S8281,8/7/2012,Mega Junction (),0,0,serena n
S8303,8/19/2012,Mega Junction (),0,0,serena n
S8355,9/24/2012,Mega Junction (),0,0,serena n
S8359,9/25/2012,Mega Junction (),0,0,serena n
S8364,9/26/2012,Mega Junction (),0,0,serena n
S8482,11/15/2012,Mega Junction (),0,0,serena n
S9836,1/1/2013,Mega Junction (),0,0,serena n
S10919,8/12/2013,Mega Junction (),0,0,serena n
S10994,9/1/2013,Mega Junction (),0,0,serena n
S11209,11/1/2013,Mega Junction (),0,0,serena n
S13203,1/6/2014,Mega Junction (),0,0,serena n
S9707,2/1/2013,Mega Junction (),719548,9850962,serena n
S8530,11/24/2012,Mega Junction (),719800,9850719,serena n
S7953,7/3/2012,Mega Junction (),720153,9851026,serena n
S8400,10/25/2012,Mega Junction (),720540,9851308,serena n
S7975,7/7/2012,Mega Junction (),720559,9850940,serena n
S10772,6/19/2013,Mega Junction (),720584,9851751,serena n
S10007,7/3/2013,Mega Junction (),720592,9851732,serena n
S10821,6/21/2013,Mega Junction (),720601,9851720,serena n
S8001,7/15/2012,Mega Junction (),720633,9851664,serena n
S8021,7/24/2012,Mega Junction (),720659,9851148,serena n
S10854,6/26/2013,Mega Junction (),720675,9851375,serena n
S7944,7/2/2012,Mega Junction (),720678,9851500,serena n
S10827,6/22/2013,Mega Junction (),720693,9851254,serena n
S9837,1/1/2013,Mega Junction (),720746,9852205,serena n
S7975,7/7/2012,Mega Junction (),720767,9852806,serena n
S13325,2/7/2014,Mega Junction (),720786,9850916,serena n
S8389,10/23/2012,Mega Junction (),720790,9851456,serena n
S8390,10/23/2012,Mega Junction (),720792,9851456,serena n
S10517,4/24/2013,Mega Junction (),720802,9851835,serena n
S8050,7/29/2012,Mega Junction (),720804,9851364,serena n
S8390.1,10/23/2012,Mega Junction (),720808,9851728,serena n
S11223,11/3/2013,Mega Junction (),720808,9851795,serena n
S8050,7/29/2012,Mega Junction (),720810,9851392,serena n
S10845,6/24/2013,Mega Junction (),720818,9851868,serena n
S7959,7/3/2012,Mega Junction (),720822,9851374,serena n
S8349,9/19/2012,Mega Junction (),720827,9851368,serena n
S8030,7/25/2012,Mega Junction (),720829,9851356,serena n
S8016,7/19/2012,Mega Junction (),720830,9851362,serena n
S10837,6/24/2013,Mega Junction (),720830,9851343,serena n
S10846,6/24/2013,Mega Junction (),720831,9851356,serena n
S8290,8/14/2012,Mega Junction (),720832,9851358,serena n
S8396,10/25/2012,Mega Junction (),720834,9851345,serena n
S13558,3/21/2014,Mega Junction (),720843,9852321,serena n
S8011,7/19/2012,Mega Junction (),720897,9851146,serena n
S10355,3/2/2013,Mega Junction (),720901,9851126,serena n
S8020,7/24/2012,Mega Junction (),720918,9850876,serena n
S108667,6/29/2013,Mega Junction (),720920,9847475,serena n
S10648,5/27/2013,Mega Junction (),720922,9850984,serena n
S11177,11/1/2013,Mega Junction (),720923,9850841,serena n
S8360,9/25/2012,Mega Junction (),720924,9850256,serena n
S8002,7/15/2012,Mega Junction (),720926,9850854,serena n
S10812,6/20/2013,Mega Junction (),720927,9850940,serena n
S10300,2/18/2013,Mega Junction (),720939,9850922,serena n
S13197,1/4/2014,Mega Junction (),720972,9852194,serena n
S8418,11/4/2012,Mega Junction (),721013,9852241,serena n
S10841,6/24/2013,Mega Junction (),721063,9852301,serena n
S11026,9/12/2013,Mega Junction (),721069,9852665,serena n
S10777,6/19/2013,Mega Junction (),721248,9852540,serena n
S13452,2/27/2014,Mega Junction (),721261,9852646,serena n
S10629,5/23/2013,Mega Junction (),721601,9847433,serena n
S13196,1/4/2014,Mega Junction (),721678,9852194,serena n
S8591,12/27/2012,Merry Christmas Den (North),0,0,serena n
S9838,1/1/2013,Merry Christmas Den (North),0,0,serena n
S9848,1/5/2013,Merry Christmas Den (North),0,0,serena n
S9853,1/11/2013,Merry Christmas Den (North),0,0,serena n
S9855,1/12/2013,Merry Christmas Den (North),0,0,serena n
S9858,1/13/2013,Merry Christmas Den (North),0,0,serena n
S9865,1/14/2013,Merry Christmas Den (North),0,0,serena n
S9869,1/15/2013,Merry Christmas Den (North),0,0,serena n
S9871,1/17/2013,Merry Christmas Den (North),0,0,serena n
S9876,1/19/2013,Merry Christmas Den (North),0,0,serena n
S9884,1/19/2013,Merry Christmas Den (North),0,0,serena n
S9890,1/22/2013,Merry Christmas Den (North),0,0,serena n
S9895,1/24/2013,Merry Christmas Den (North),0,0,serena n
S9879,1/19/2013,Merry Christmas Den (North),720052,9847410,serena n
S10119,7/24/2013,Mindy's Den (North),0,0,serena n
S10118,7/24/2013,Mindy's Den (North),0,0,serena n
S10119.1,7/24/2013,Mindy's Den (North),0,0,serena n
S10120,7/25/2013,Mindy's Den (North),0,0,serena n
S10122,7/25/2013,Mindy's Den (North),0,0,serena n
S10131,7/26/2013,Mindy's Den (North),0,0,serena n
S10128,7/26/2013,Mindy's Den (North),0,0,serena n
S10134,7/26/2013,Mindy's Den (North),0,0,serena n
S10137,7/27/2013,Mindy's Den (North),0,0,serena n
S10148,7/29/2013,Mindy's Den (North),0,0,serena n
S10152,7/29/2013,Mindy's Den (North),0,0,serena n
S10159,7/30/2013,Mindy's Den (North),0,0,serena n
S10159,7/30/2013,Mindy's Den (North),0,0,serena n
S10162,7/30/2013,Mindy's Den (North),0,0,serena n
S10164,7/30/2013,Mindy's Den (North),0,0,serena n
S10872,8/1/2013,Mindy's Den (North),0,0,serena n
S10877,8/2/2013,Mindy's Den (North),0,0,serena n
S10887,8/4/2013,Mindy's Den (North),0,0,serena n
S10893,8/6/2013,Mindy's Den (North),0,0,serena n
S10896,8/6/2013,Mindy's Den (North),0,0,serena n
S10900,8/7/2013,Mindy's Den (North),0,0,serena n
S10905,8/9/2013,Mindy's Den (North),0,0,serena n
S10911,8/10/2013,Mindy's Den (North),0,0,serena n
S10916.3,8/11/2013,Mindy's Den (North),0,0,serena n
S10159,7/30/2013,Mindy's Den (North),721545,9847008,serena n
S10133.1,7/26/2013,Mindy's Den (North),721562,9847034,serena n
S10886,8/4/2013,Mindy's Den (North),721951,9847088,serena n
S10907,8/9/2013,Mindy's Den (North),721970,9846748,serena n
S10893.1,8/6/2013,Mindy's Den (North),722117,9846915,serena n
S10889,8/4/2013,Mindy's Den (North),722178,9846877,serena n
S10895,8/6/2013,Mindy's Den (North),722225,9846846,serena n
S11242,11/14/2013,Muffin Den (North),0,0,serena n
S11258,11/18/2013,Muffin Den (North),0,0,serena n
S11264,11/20/2013,Muffin Den (North),0,0,serena n
S11279,11/24/2013,Muffin Den (North),0,0,serena n
S11278,11/24/2013,Muffin Den (North),0,0,serena n
S11282,11/25/2013,Muffin Den (North),0,0,serena n
S11294,11/27/2013,Muffin Den (North),0,0,serena n
S11306,11/28/2013,Muffin Den (North),0,0,serena n
S11307,11/30/2013,Muffin Den (North),0,0,serena n
S11319,11/30/2013,Muffin Den (North),0,0,serena n
S11330,12/4/2013,Muffin Den (North),0,0,serena n
S11352,12/9/2013,Muffin Den (North),0,0,serena n
S11243,11/14/2013,Muffin Den (North),723730,9846157,serena n
S11329,12/4/2013,Muffin Den (North),723932,9846190,serena n
S11293,11/27/2013,Muffin Den (North),724303,9846001,serena n
S9931,2/4/2013,National Corn Chip Day Den (North),,,serena n
S10358,3/2/2013,National Corn Chip Day Den (North),,,serena n
S9906,1/29/2013,National Corn Chip Day Den (North),0,0,serena n
S9911,1/31/2013,National Corn Chip Day Den (North),0,0,serena n
S9913,2/1/2013,National Corn Chip Day Den (North),0,0,serena n
S9809,2/1/2013,National Corn Chip Day Den (North),0,0,serena n
S9923,2/2/2013,National Corn Chip Day Den (North),0,0,serena n
S9925,2/3/2013,National Corn Chip Day Den (North),0,0,serena n
S9943,2/3/2013,National Corn Chip Day Den (North),0,0,serena n
S9941,2/3/2013,National Corn Chip Day Den (North),0,0,serena n
S9931,2/4/2013,National Corn Chip Day Den (North),0,0,serena n
S9952,2/5/2013,National Corn Chip Day Den (North),0,0,serena n
S9953,2/6/2013,National Corn Chip Day Den (North),0,0,serena n
S9956,2/6/2013,National Corn Chip Day Den (North),0,0,serena n
S9953,2/6/2013,National Corn Chip Day Den (North),0,0,serena n
S9968,2/7/2013,National Corn Chip Day Den (North),0,0,serena n
S9957,2/7/2013,National Corn Chip Day Den (North),0,0,serena n
S9961,2/7/2013,National Corn Chip Day Den (North),0,0,serena n
S9973,2/8/2013,National Corn Chip Day Den (North),0,0,serena n
S9971,2/8/2013,National Corn Chip Day Den (North),0,0,serena n
S9975,2/9/2013,National Corn Chip Day Den (North),0,0,serena n
S9984,2/10/2013,National Corn Chip Day Den (North),0,0,serena n
S9987,2/11/2013,National Corn Chip Day Den (North),0,0,serena n
S9993,2/11/2013,National Corn Chip Day Den (North),0,0,serena n
S9996,2/12/2013,National Corn Chip Day Den (North),0,0,serena n
S10287,2/13/2013,National Corn Chip Day Den (North),0,0,serena n
S10290,2/14/2013,National Corn Chip Day Den (North),0,0,serena n
S10291,2/15/2013,National Corn Chip Day Den (North),0,0,serena n
S10292.1,2/16/2013,National Corn Chip Day Den (North),0,0,serena n
S10299,2/18/2013,National Corn Chip Day Den (North),0,0,serena n
S10303,2/18/2013,National Corn Chip Day Den (North),0,0,serena n
S10307,2/19/2013,National Corn Chip Day Den (North),0,0,serena n
S10310,2/22/2013,National Corn Chip Day Den (North),0,0,serena n
S10317,2/24/2013,National Corn Chip Day Den (North),0,0,serena n
S10321,2/24/2013,National Corn Chip Day Den (North),0,0,serena n
S10332,2/25/2013,National Corn Chip Day Den (North),0,0,serena n
S10335,2/27/2013,National Corn Chip Day Den (North),0,0,serena n
S10349,2/28/2013,National Corn Chip Day Den (North),0,0,serena n
S10366,3/4/2013,National Corn Chip Day Den (North),0,0,serena n
S10380,3/6/2013,National Corn Chip Day Den (North),0,0,serena n
S10382,3/10/2013,National Corn Chip Day Den (North),0,0,serena n
S10382,3/10/2013,National Corn Chip Day Den (North),0,0,serena n
S10400,3/13/2013,National Corn Chip Day Den (North),0,0,serena n
S10406,3/15/2013,National Corn Chip Day Den (North),0,0,serena n
S10408,3/15/2013,National Corn Chip Day Den (North),0,0,serena n
S10424,3/16/2013,National Corn Chip Day Den (North),0,0,serena n
S10426,3/18/2013,National Corn Chip Day Den (North),0,0,serena n
S10438,3/22/2013,National Corn Chip Day Den (North),0,0,serena n
S10436,3/22/2013,National Corn Chip Day Den (North),0,0,serena n
S10444,3/23/2013,National Corn Chip Day Den (North),0,0,serena n
S9657,2/1/2013,National Corn Chip Day Den (North),720075,9847574,serena n
S10319,2/24/2013,National Corn Chip Day Den (North),720448,9847740,serena n
S9942,2/3/2013,National Corn Chip Day Den (North),720451,9847706,serena n
S9962,2/7/2013,National Corn Chip Day Den (North),720508,9847264,serena n
S9986,2/11/2013,National Corn Chip Day Den (North),720548,9847430,serena n
S9960,2/7/2013,National Corn Chip Day Den (North),720594,9847672,serena n
S9972,2/8/2013,National Corn Chip Day Den (North),720644,9847484,serena n
S9918,2/1/2013,National Corn Chip Day Den (North),720655,9847546,serena n
S9931,2/4/2013,National Corn Chip Day Den (North),720655,9847502,serena n
S9953,2/6/2013,National Corn Chip Day Den (North),720657,9847592,serena n
S9910,1/31/2013,National Corn Chip Day Den (North),720661,9847591,serena n
S10336,2/27/2013,National Corn Chip Day Den (North),720663,9847529,serena n
S10445,3/23/2013,National Corn Chip Day Den (North),720664,9847649,serena n
S10407,3/15/2013,National Corn Chip Day Den (North),720667,9847747,serena n
S9777,2/1/2013,National Corn Chip Day Den (North),720675,9847512,serena n
S10427,3/18/2013,National Corn Chip Day Den (North),720681,9847630,serena n
S10298,2/18/2013,National Corn Chip Day Den (North),720688,9847662,serena n
S9970,2/8/2013,National Corn Chip Day Den (North),720704,9847516,serena n
S10405,3/15/2013,National Corn Chip Day Den (North),720713,9847582,serena n
S9933,2/4/2013,National Corn Chip Day Den (North),720717,9847384,serena n
S10349.1,2/28/2013,National Corn Chip Day Den (North),720717,9847577,serena n
S9958,2/7/2013,National Corn Chip Day Den (North),720729,9847556,serena n
S9932,2/4/2013,National Corn Chip Day Den (North),720730,9847560,serena n
S9934,2/4/2013,National Corn Chip Day Den (North),720736,9847428,serena n
S9725,2/1/2013,National Corn Chip Day Den (North),720754,9847456,serena n
S9878,2/1/2013,National Corn Chip Day Den (North),720754,9847456,serena n
S10395,3/13/2013,National Corn Chip Day Den (North),720756,9847511,serena n
S10333,2/25/2013,National Corn Chip Day Den (North),720759,9847544,serena n
S10331,2/25/2013,National Corn Chip Day Den (North),720759,9847544,serena n
S9962,2/7/2013,National Corn Chip Day Den (North),720786,9847430,serena n
S9919,2/1/2013,National Corn Chip Day Den (North),720795,9847545,serena n
S9917,2/1/2013,National Corn Chip Day Den (North),720795,9847545,serena n
S10383,3/10/2013,National Corn Chip Day Den (North),720798,9847526,serena n
S10399,3/13/2013,National Corn Chip Day Den (North),720811,9847758,serena n
S10439,3/22/2013,National Corn Chip Day Den (North),720813,9847445,serena n
S9983,2/10/2013,National Corn Chip Day Den (North),720819,9847579,serena n
S9954,2/6/2013,National Corn Chip Day Den (North),720820,9847258,serena n
S10379,3/6/2013,National Corn Chip Day Den (North),720836,9847582,serena n
S10437,3/22/2013,National Corn Chip Day Den (North),720845,9847404,serena n
S10320,2/24/2013,National Corn Chip Day Den (North),720848,9847508,serena n
S10357,3/2/2013,National Corn Chip Day Den (North),720853,9847587,serena n
S10409,3/15/2013,National Corn Chip Day Den (North),720865,9847595,serena n
S10306,2/19/2013,National Corn Chip Day Den (North),720916,9847540,serena n
S9926,2/3/2013,National Corn Chip Day Den (North),720934,9847586,serena n
S8337,9/14/2012,New Queen's Throne Natal Den (North),0,0,serena n
S8341,9/16/2012,New Queen's Throne Natal Den (North),0,0,serena n
S8346,9/18/2012,New Queen's Throne Natal Den (North),0,0,serena n
S8348,9/19/2012,New Queen's Throne Natal Den (North),0,0,serena n
S8352,9/20/2012,New Queen's Throne Natal Den (North),0,0,serena n
S8353,9/20/2012,New Queen's Throne Natal Den (North),0,0,serena n
S8356,9/24/2012,New Queen's Throne Natal Den (North),0,0,serena n
S8345,9/18/2012,New Queen's Throne Natal Den (North),719919,9851136,serena n
S8351,9/20/2012,New Queen's Throne Natal Den (North),720002,9851208,serena n
S8344,9/18/2012,New Queen's Throne Natal Den (North),720020,9851224,serena n
S9875,1/19/2013,North Darting Tree (North),0,0,serena n
S11032,9/13/2013,North Darting Tree (North),719553,9845618,serena n
S8478,11/13/2012,North Darting Tree (North),720239,9846501,serena n
S8478,11/13/2012,North Darting Tree (North),720283,9846570,serena n
S8478,11/13/2012,North Darting Tree (North),720308,9846678,serena n
S9851,1/11/2013,North Darting Tree (North),720614,9846705,serena n
S10063,7/13/2013,North Darting Tree (North),720984,9846359,serena n
S10713,6/12/2013,North Swamp (North),722889,9844815,serena n
S11092,10/2/2013,North Swamp (North),723073,9848842,serena n
S10867,6/30/2013,North Swamp (North),723218,9844861,serena n
S10714,6/12/2013,North Swamp (North),723457,9844920,serena n
S9915,2/1/2013,North Swamp (North),723485,9844934,serena n
S11203,10/31/2013,North Swamp (North),723766,9844226,serena n
S8592,12/27/2012,Peeper Natal Den 2012 (North),0,0,serena n
S8498,11/17/2012,Pile-o-rocks Crossing (),,,serena n
S8017,7/19/2012,Pile-o-rocks Crossing (),0,0,serena n
S8059,7/30/2012,Pile-o-rocks Crossing (),0,0,serena n
S8309,8/22/2012,Pile-o-rocks Crossing (),0,0,serena n
S8376,10/9/2012,Pile-o-rocks Crossing (),0,0,serena n
S8386,10/22/2012,Pile-o-rocks Crossing (),0,0,serena n
S9966,2/7/2013,Pile-o-rocks Crossing (),0,0,serena n
S9965,2/7/2013,Pile-o-rocks Crossing (),0,0,serena n
S10301,2/18/2013,Pile-o-rocks Crossing (),0,0,serena n
S10345,2/28/2013,Pile-o-rocks Crossing (),0,0,serena n
S10510,4/22/2013,Pile-o-rocks Crossing (),0,0,serena n
S10677,6/7/2013,Pile-o-rocks Crossing (),0,0,serena n
S10693,6/9/2013,Pile-o-rocks Crossing (),0,0,serena n
S10736,6/15/2013,Pile-o-rocks Crossing (),0,0,serena n
S10741,6/16/2013,Pile-o-rocks Crossing (),0,0,serena n
S10805,6/20/2013,Pile-o-rocks Crossing (),0,0,serena n
S10815,6/21/2013,Pile-o-rocks Crossing (),0,0,serena n
S10829,6/22/2013,Pile-o-rocks Crossing (),0,0,serena n
S10979,8/28/2013,Pile-o-rocks Crossing (),0,0,serena n
S11052,9/20/2013,Pile-o-rocks Crossing (),0,0,serena n
S11101,10/7/2013,Pile-o-rocks Crossing (),0,0,serena n
S13261,1/23/2014,Pile-o-rocks Crossing (),0,0,serena n
S13274,1/26/2014,Pile-o-rocks Crossing (),0,0,serena n
S13379,2/16/2014,Pile-o-rocks Crossing (),0,0,serena n
S13548,3/19/2014,Pile-o-rocks Crossing (),0,0,serena n
S10542,5/6/2013,Pile-o-rocks Crossing (),710723,9847582,serena n
S10367,3/4/2013,Pile-o-rocks Crossing (),720843,9847588,serena n
S8467,11/13/2012,Pile-o-rocks Crossing (),720848,9847494,serena n
S8468,11/13/2012,Pile-o-rocks Crossing (),720848,9847494,serena n
S9892,1/24/2013,Pile-o-rocks Crossing (),720907,9847475,serena n
S8495,11/17/2012,Pile-o-rocks Crossing (),720922,9847653,serena n
S10302,2/18/2013,Pile-o-rocks Crossing (),720930,9847668,serena n
S8515,11/21/2012,Pile-o-rocks Crossing (),720935,9847582,serena n
S8440,11/8/2012,Pile-o-rocks Crossing (),720955,9847492,serena n
S8510,11/21/2012,Pile-o-rocks Crossing (),720961,9847634,serena n
S9866,1/15/2013,Pile-o-rocks Crossing (),720970,9847598,serena n
S10958,8/23/2013,Pile-o-rocks Crossing (),720971,9847577,serena n
S10899.1,8/7/2013,Pile-o-rocks Crossing (),720981,9847577,serena n
S9873,1/17/2013,Pile-o-rocks Crossing (),721002,9847262,serena n
S9882,1/19/2013,Pile-o-rocks Crossing (),721003,9847590,serena n
S9951,2/5/2013,Pile-o-rocks Crossing (),721003,9847576,serena n
S10316,2/24/2013,Pile-o-rocks Crossing (),721004,9847583,serena n
S10535,5/3/2013,Pile-o-rocks Crossing (),721010,9847343,serena n
S10055,7/11/2013,Pile-o-rocks Crossing (),721014,9847570,serena n
S9850,1/11/2013,Pile-o-rocks Crossing (),721016,9847386,serena n
S8463,11/12/2012,Pile-o-rocks Crossing (),721017,9847409,serena n
S9847,1/5/2013,Pile-o-rocks Crossing (),721018,9847450,serena n
S9899,1/24/2013,Pile-o-rocks Crossing (),721022,9847449,serena n
S9884,1/19/2013,Pile-o-rocks Crossing (),721025,9847474,serena n
S10160,7/30/2013,Pile-o-rocks Crossing (),721025,9847461,serena n
S10704,6/11/2013,Pile-o-rocks Crossing (),721035,9847477,serena n
S10938,8/17/2013,Pile-o-rocks Crossing (),721035,9847740,serena n
S10020,7/5/2013,Pile-o-rocks Crossing (),721044,9847514,serena n
S10306,2/19/2013,Pile-o-rocks Crossing (),721050,9847574,serena n
S10350,2/28/2013,Pile-o-rocks Crossing (),721056,9847582,serena n
S10337,2/27/2013,Pile-o-rocks Crossing (),721060,9847572,serena n
S10365,3/4/2013,Pile-o-rocks Crossing (),721062,9847616,serena n
S10574,5/12/2013,Pile-o-rocks Crossing (),721063,9847548,serena n
S10372,3/4/2013,Pile-o-rocks Crossing (),721064,9847571,serena n
S10435,3/22/2013,Pile-o-rocks Crossing (),721070,9847580,serena n
S8582,12/19/2012,Pile-o-rocks Crossing (),721071,9845969,serena n
S9896,1/24/2013,Pile-o-rocks Crossing (),721071,9847568,serena n
S9898,1/24/2013,Pile-o-rocks Crossing (),721071,9847568,serena n
S10356,3/2/2013,Pile-o-rocks Crossing (),721072,9847564,serena n
S10384,3/10/2013,Pile-o-rocks Crossing (),721073,9847581,serena n
S10330,2/25/2013,Pile-o-rocks Crossing (),721075,9847571,serena n
S10326,2/25/2013,Pile-o-rocks Crossing (),721075,9847571,serena n
S10327,2/25/2013,Pile-o-rocks Crossing (),721075,9847571,serena n
S10404,3/14/2013,Pile-o-rocks Crossing (),721075,9847596,serena n
S10768,6/19/2013,Pile-o-rocks Crossing (),721075,9847600,serena n
S10423,3/16/2013,Pile-o-rocks Crossing (),721076,9847610,serena n
S10359,3/2/2013,Pile-o-rocks Crossing (),721077,9847602,serena n
S10053,7/11/2013,Pile-o-rocks Crossing (),721077,9847608,serena n
S10375.1,3/6/2013,Pile-o-rocks Crossing (),721078,9847578,serena n
S10375,3/6/2013,Pile-o-rocks Crossing (),721078,9847578,serena n
S8375,10/9/2012,Pile-o-rocks Crossing (),721079,9847598,serena n
S9686,2/1/2013,Pile-o-rocks Crossing (),721079,9847618,serena n
S10717,6/13/2013,Pile-o-rocks Crossing (),721079,9847600,serena n
S9912,1/31/2013,Pile-o-rocks Crossing (),721081,9847576,serena n
S10343,2/28/2013,Pile-o-rocks Crossing (),721082,9847622,serena n
S10342,2/28/2013,Pile-o-rocks Crossing (),721082,9847622,serena n
S10542,5/6/2013,Pile-o-rocks Crossing (),721082,9847621,serena n
S9881,1/19/2013,Pile-o-rocks Crossing (),721092,9847440,serena n
S9950,2/5/2013,Pile-o-rocks Crossing (),721097,9847686,serena n
S8361,9/25/2012,Pile-o-rocks Crossing (),721104,9847704,serena n
S8523,11/22/2012,Pile-o-rocks Crossing (),721106,9847572,serena n
S9909,1/31/2013,Pile-o-rocks Crossing (),721106,9847714,serena n
S8033,7/26/2012,Pile-o-rocks Crossing (),721109,9847720,serena n
S8306,8/20/2012,Pile-o-rocks Crossing (),721110,9847720,serena n
S11312,11/30/2013,Pile-o-rocks Crossing (),721117,9847802,serena n
S10818,6/21/2013,Pile-o-rocks Crossing (),721127,9848446,serena n
S13571,3/23/2014,Pile-o-rocks Crossing (),721127,9848234,serena n
S10736,6/15/2013,Pile-o-rocks Crossing (),721128,9847771,serena n
S13342,2/10/2014,Pile-o-rocks Crossing (),721131,9847882,serena n
S11301,11/28/2013,Pile-o-rocks Crossing (),721136,9847818,serena n
S13501,3/9/2014,Pile-o-rocks Crossing (),721136,9847805,serena n
S11276,11/22/2013,Pile-o-rocks Crossing (),721138,9847807,serena n
S9907,1/30/2013,Pile-o-rocks Crossing (),721148,9847837,serena n
S9967,2/7/2013,Pile-o-rocks Crossing (),721156,9848132,serena n
S11269,11/20/2013,Pile-o-rocks Crossing (),721171,9847899,serena n
S10368,3/4/2013,Pile-o-rocks Crossing (),721181,9847572,serena n
S10691,6/9/2013,Pile-o-rocks Crossing (),721182,9848096,serena n
S13500,3/9/2014,Pile-o-rocks Crossing (),721223,9848152,serena n
S13496,3/9/2014,Pile-o-rocks Crossing (),721223,9848152,serena n
S10866,6/29/2013,Pile-o-rocks Crossing (),721229,9847569,serena n
S9955,2/6/2013,Pile-o-rocks Crossing (),721234,9848220,serena n
S10542,5/6/2013,Pile-o-rocks Crossing (),721252,9847571,serena n
S8291,8/14/2012,Pile-o-rocks Crossing (),721260,9848134,serena n
S10684,6/8/2013,Pile-o-rocks Crossing (),721268,9841187,serena n
