SESSION,DATE,landmarkid,utme,utmn,clan
S12043,11/28/2013,Boone Den (South),0,0,serena s
S12054,11/29/2013,Boone Den (South),0,0,serena s
S12056,11/29/2013,Boone Den (South),0,0,serena s
S12063,12/2/2013,Boone Den (South),0,0,serena s
S12065,12/4/2013,Boone Den (South),0,0,serena s
S12072,12/5/2013,Boone Den (South),0,0,serena s
S12083,12/6/2013,Boone Den (South),0,0,serena s
S12076,12/6/2013,Boone Den (South),0,0,serena s
S12084,12/6/2013,Boone Den (South),0,0,serena s
S12091,12/9/2013,Boone Den (South),0,0,serena s
S12088,12/9/2013,Boone Den (South),0,0,serena s
S14640,2/18/2014,Boone Den (South),0,0,serena s
S14647,2/21/2014,Boone Den (South),0,0,serena s
S14648,2/23/2014,Boone Den (South),0,0,serena s
S14658,2/24/2014,Boone Den (South),0,0,serena s
s14662,2/25/2014,Boone Den (South),0,0,serena s
S14665,2/26/2014,Boone Den (South),0,0,serena s
S14671,2/27/2014,Boone Den (South),0,0,serena s
S14681,2/28/2014,Boone Den (South),0,0,serena s
S14691,3/2/2014,Boone Den (South),0,0,serena s
S14696,3/4/2014,Boone Den (South),0,0,serena s
S14696,3/4/2014,Boone Den (South),0,0,serena s
S14709,3/5/2014,Boone Den (South),0,0,serena s
S14711,3/9/2014,Boone Den (South),0,0,serena s
S12056,11/29/2013,Boone Den (South),725164,9840589,serena s
S12079,12/6/2013,Boone Den (South),725381,9840873,serena s
S12077,12/6/2013,Boone Den (South),725559,9841043,serena s
S11837,8/16/2013,Casino X (South),,0,serena s
S11438,1/14/2013,Casino X (South),0,0,serena s
S11799,8/12/2013,Casino X (South),0,0,serena s
S11801,8/12/2013,Casino X (South),0,0,serena s
S11809,8/13/2013,Casino X (South),0,0,serena s
S11817,8/14/2013,Casino X (South),0,0,serena s
S11846,8/21/2013,Casino X (South),0,0,serena s
S11849,8/21/2013,Casino X (South),0,0,serena s
S11978,10/29/2013,Casino X (South),0,0,serena s
S14718,3/17/2014,Casino X (South),0,0,serena s
S9323,11/18/2012,Casino X (South),726866,9840528,serena s
S14543,1/3/2014,Casino X (South),726989,9841505,serena s
S11771,8/5/2013,Casino X (South),726998,9841143,serena s
S9205,9/28/2012,Casino X (South),727011,9841318,serena s
S11434,1/12/2013,Casino X (South),727019,9841472,serena s
S9317,11/17/2012,Casino X (South),727021,9841404,serena s
S9046,8/10/2012,Casino X (South),727025,9841466,serena s
S9345,11/20/2012,Casino X (South),727039,9841460,serena s
S9076,8/18/2012,Casino X (South),727041,9841040,serena s
S14638,2/18/2014,Casino X (South),727051,9841448,serena s
S11926,10/3/2013,Casino X (South),727054,9841551,serena s
S11836,8/16/2013,Casino X (South),727080,9841230,serena s
S10237,7/12/2013,Casino X (South),727096,9840669,serena s
S9035,8/6/2012,Casino X (South),727117,9841412,serena s
S10259,7/22/2013,Casino X (South),727137,9841085,serena s
S11803,8/13/2013,Casino X (South),727141,9841183,serena s
S11808,8/13/2013,Casino X (South),727144,9841508,serena s
S9291,11/13/2012,Casino X (South),727150,9840916,serena s
S8988,7/30/2012,Casino X (South),727185,9841364,serena s
S9288,11/12/2012,Casino X (South),727187,9841365,serena s
S9123,8/31/2012,Casino X (South),727191,9841260,serena s
S9357,11/25/2012,Casino X (South),727202,9840898,serena s
S9207.1,10/2/2012,Casino X (South),727206,9841348,serena s
S11772,8/5/2013,Casino X (South),727207,9841210,serena s
S9196.2,9/25/2012,Casino X (South),727212,9841342,serena s
S11818,8/14/2013,Casino X (South),727212,9840880,serena s
S9001,7/31/2012,Casino X (South),727223,9841326,serena s
S14676,2/27/2014,Casino X (South),727229,9841323,serena s
S11810,8/13/2013,Casino X (South),727232,9841237,serena s
S11739,6/23/2013,Casino X (South),727257,9841294,serena s
S11819,8/14/2013,Casino X (South),727286,9841076,serena s
S11848.1,8/21/2013,Casino X (South),727312,9840887,serena s
S11744,6/23/2013,Casino X (South),727315,9841267,serena s
S11745,6/23/2013,Casino X (South),727317,9841377,serena s
S11565,3/3/2013,Casino X (South),727354,9841232,serena s
S11883,9/8/2013,Casino X (South),727354,9841231,serena s
S9162,9/10/2012,Casino X (South),727362,9841226,serena s
S10228,7/7/2013,Casino X (South),727369,9840685,serena s
S9274,11/6/2012,Casino X (South),727373,9841223,serena s
S11743,6/23/2013,Casino X (South),727374,9841216,serena s
S11735,6/22/2013,Casino X (South),727427,9840917,serena s
S11761,6/29/2013,Casino X (South),727491,9840812,serena s
S14611,2/8/2014,Casino X (South),727495,9840856,serena s
S11662,6/1/2013,Casino X (South),727511,9840859,serena s
S11742,6/23/2013,Casino X (South),727516,9840977,serena s
S10236,7/12/2013,Casino X (South),727519,9840893,serena s
S11627,5/4/2013,Casino X (South),727571,9840795,serena s
S10230,7/9/2013,Casino X (South),727647,9840682,serena s
S14823,3/9/2014,Claire Den (South),0,0,serena s
S11608,3/27/2013,Cobweb T (South),0,0,serena s
S14585,1/26/2014,Cobweb T (South),0,0,serena s
S14593,1/30/2014,Cobweb T (South),0,0,serena s
S14594,1/31/2014,Cobweb T (South),0,0,serena s
S14606.1,2/4/2014,Cobweb T (South),0,0,serena s
S11623,4/22/2013,Cobweb T (South),725743,9842812,serena s
S8966,7/20/2012,Conservancy Headquarters (North),725064,9844672,serena s
S10223,7/6/2013,Conservancy Headquarters (North),725160,9844172,serena s
S11562,3/3/2013,Conservancy Headquarters (North),725217,9844446,serena s
S11873,9/5/2013,Conservancy Headquarters (North),725218,9844594,serena s
S14554,1/10/2014,Conservancy Headquarters (North),725224,9844593,serena s
S11646,5/19/2013,Conservancy Headquarters (North),782522,9844582,serena s
S8914,7/4/2012,Cripple Tree (South),0,0,serena s
S8990,7/31/2012,Cripple Tree (South),0,0,serena s
S9148,9/6/2012,Cripple Tree (South),0,0,serena s
S11538,2/23/2013,Cripple Tree (South),0,0,serena s
S11595,3/24/2013,Cripple Tree (South),0,0,serena s
S11625,5/4/2013,Cripple Tree (South),0,0,serena s
S11651,5/22/2013,Cripple Tree (South),0,0,serena s
S11664,6/3/2013,Cripple Tree (South),0,0,serena s
S11668,6/3/2013,Cripple Tree (South),0,0,serena s
S11678,6/8/2013,Cripple Tree (South),0,0,serena s
S11680,6/8/2013,Cripple Tree (South),0,0,serena s
S11693,6/11/2013,Cripple Tree (South),0,0,serena s
S11738,6/22/2013,Cripple Tree (South),0,0,serena s
S11752,6/26/2013,Cripple Tree (South),0,0,serena s
S11787,8/8/2013,Cripple Tree (South),0,0,serena s
S11828,8/15/2013,Cripple Tree (South),0,0,serena s
S11919,9/28/2013,Cripple Tree (South),0,0,serena s
S14630,2/17/2014,Cripple Tree (South),0,0,serena s
S14636,2/17/2014,Cripple Tree (South),0,0,serena s
S14713,3/17/2014,Cripple Tree (South),0,0,serena s
S10257,7/22/2013,Cripple Tree (South),726637,9842001,serena s
S9018,8/5/2012,Cripple Tree (South),726679,9842348,serena s
S8937,7/10/2012,Cripple Tree (South),726683,9842156,serena s
S8967,7/20/2012,Cripple Tree (South),726694,9842326,serena s
S8959,7/19/2012,Cripple Tree (South),726706,9842338,serena s
S8933,7/9/2012,Cripple Tree (South),726708,9842322,serena s
S11932,10/7/2013,Cripple Tree (South),726720,9842309,serena s
S14657,2/24/2014,Cripple Tree (South),726728,9842592,serena s
S14682,2/28/2014,Cripple Tree (South),726730,9841812,serena s
S14689,3/1/2014,Cripple Tree (South),726731,9842602,serena s
S14732,3/24/2014,Cripple Tree (South),726742,9842602,serena s
S9271,11/6/2012,Cripple Tree (South),726743,9842280,serena s
S9031,8/6/2012,Cripple Tree (South),726752,9842260,serena s
S14601,2/2/2014,Cripple Tree (South),726766,9842584,serena s
S14712.1,3/17/2014,Cripple Tree (South),726769,9842596,serena s
S14583,1/25/2014,Cripple Tree (South),726771,9842580,serena s
S11734,6/21/2013,Cripple Tree (South),726778,9842172,serena s
S10257,7/22/2013,Cripple Tree (South),726807,9842557,serena s
S11556,2/27/2013,Cripple Tree (South),726808,9842556,serena s
S8910,7/3/2012,Cripple Tree (South),726810,9842190,serena s
S11618,4/22/2013,Cripple Tree (South),726817,9842545,serena s
S11685,6/8/2013,Cripple Tree (South),726817,9842539,serena s
S9272,11/6/2012,Cripple Tree (South),726818,9842184,serena s
S9350,11/21/2012,Cripple Tree (South),726823,9842181,serena s
S9332,11/19/2012,Cripple Tree (South),726830,9842180,serena s
S11699,6/13/2013,Cripple Tree (South),726830,9842179,serena s
S11684,6/8/2013,Cripple Tree (South),726832,9842365,serena s
S11706,6/15/2013,Cripple Tree (South),726832,9842179,serena s
S11611,4/11/2013,Cripple Tree (South),726833,9842535,serena s
S9126,9/1/2012,Cripple Tree (South),726843,9842174,serena s
S14702,3/4/2014,Cripple Tree (South),726848,9842172,serena s
S8951,7/13/2012,Cripple Tree (South),726855,9842167,serena s
S8971,7/22/2012,Cripple Tree (South),726874,9842512,serena s
S11762,6/30/2013,Cripple Tree (South),726876,9842162,serena s
S8964,7/19/2012,Cripple Tree (South),726877,9842582,serena s
S11523,2/22/2013,Cripple Tree (South),726877,9842504,serena s
S9191,9/20/2012,Cripple Tree (South),726882,9842530,serena s
S9267,11/5/2012,Cripple Tree (South),726884,9842486,serena s
S11754,6/26/2013,Cripple Tree (South),726884,9842161,serena s
S11577.1,3/17/2013,Cripple Tree (South),726890,9842155,serena s
S8937,7/10/2012,Cripple Tree (South),726897,9842042,serena s
S11584,3/22/2013,Cripple Tree (South),726902,9842529,serena s
S9394,12/8/2012,Cripple Tree (South),726909,9842616,serena s
S11477,2/5/2013,Cripple Tree (South),726912,9842478,serena s
S11480,2/7/2013,Cripple Tree (South),726914,9842550,serena s
S8909,7/3/2012,Cripple Tree (South),726928,9842102,serena s
S9113,8/30/2012,Cripple Tree (South),726936,9842124,serena s
S12032,11/26/2013,Cripple Tree (South),726967,9842623,serena s
S12094,12/9/2013,Cripple Tree (South),726974,9842618,serena s
S11979,10/29/2013,Cripple Tree (South),726976,9846622,serena s
S11871,9/2/2013,Cripple Tree (South),726977,9842623,serena s
S11980,10/30/2013,Cripple Tree (South),726979,9842621,serena s
S11991,11/4/2013,Cripple Tree (South),726979,9842623,serena s
S11957,10/24/2013,Cripple Tree (South),726980,9842621,serena s
S12010,11/13/2013,Cripple Tree (South),726985,9842624,serena s
S12086,12/7/2013,Cripple Tree (South),726985,9842624,serena s
S11966,10/27/2013,Cripple Tree (South),726986,9842622,serena s
S12048,11/28/2013,Cripple Tree (South),726993,9842625,serena s
S12013,11/16/2013,Cripple Tree (South),727003,9842429,serena s
S12031.5,11/25/2013,Cripple Tree (South),727019,9842611,serena s
S9190,9/20/2012,Cripple Tree (South),727038,9842086,serena s
S11446,1/17/2013,Cripple Tree (South),727039,9842382,serena s
S11443,1/16/2013,Cripple Tree (South),727041,9842388,serena s
S9382,12/3/2012,Cripple Tree (South),727043,9842633,serena s
S11689,6/11/2013,Cripple Tree (South),727043,9842634,serena s
S11650,5/19/2013,Cripple Tree (South),727044,9842326,serena s
S9102,8/23/2012,Cripple Tree (South),727048,9842054,serena s
S11475,2/5/2013,Cripple Tree (South),727064,9842382,serena s
S11650,5/19/2013,Cripple Tree (South),727071,9842327,serena s
S11792,8/10/2013,Cripple Tree (South),727076,9842633,serena s
S14600,2/2/2014,Cripple Tree (South),727089,9842371,serena s
S10221,7/4/2013,Cripple Tree (South),727094,9842683,serena s
S9266,11/5/2012,Cripple Tree (South),727095,9842372,serena s
S14651,2/24/2014,Cripple Tree (South),727096,9842036,serena s
S11812,8/14/2013,Cripple Tree (South),727097,9842635,serena s
S14620,2/11/2014,Cripple Tree (South),727101,9842522,serena s
S8985,7/30/2012,Cripple Tree (South),727105,9842368,serena s
S12134,12/26/2013,Cripple Tree (South),727116,9841989,serena s
S14672,2/27/2014,Cripple Tree (South),727118,9842034,serena s
S8979,7/24/2012,Cripple Tree (South),727131,9842644,serena s
S11417,1/3/2013,Cripple Tree (South),727138,9841694,serena s
S8931,7/8/2012,Cripple Tree (South),727145,9842350,serena s
S9077,8/18/2012,Cripple Tree (South),727151,9842654,serena s
S11705,6/15/2013,Cripple Tree (South),727164,9841986,serena s
S14715,3/17/2014,Cripple Tree (South),727186,9842081,serena s
S8980,7/30/2012,Cripple Tree (South),727209,9842004,serena s
S12104,12/19/2013,Cripple Tree (South),727214,9842001,serena s
S12047,11/28/2013,Cripple Tree (South),727252,9841977,serena s
S11725,6/19/2013,Cripple Tree (South),727267,9841976,serena s
S11731,6/20/2013,Cripple Tree (South),727277,9842170,serena s
S11536,2/23/2013,Cripple Tree (South),727282,9842162,serena s
S9418,12/19/2012,Cripple Tree (South),727283,9842968,serena s
S14635,2/17/2014,Cripple Tree (South),727287,9842108,serena s
S14625,2/15/2014,Cripple Tree (South),727289,9842106,serena s
S11806,8/13/2013,Cripple Tree (South),727305,9841874,serena s
S11650,5/19/2013,Cripple Tree (South),727313,9842233,serena s
S8984,7/30/2012,Cripple Tree (South),727316,9842042,serena s
S10220,7/4/2013,Cripple Tree (South),727320,9842818,serena s
S11481,2/8/2013,Cripple Tree (South),727339,9842004,serena s
S11807,8/13/2013,Cripple Tree (South),727367,9842053,serena s
S8917,7/5/2012,Cripple Tree (South),727382,9841994,serena s
S11673,6/8/2013,Cripple Tree (South),727390,9838946,serena s
S11811,8/14/2013,Cripple Tree (South),727397,9841932,serena s
S11606,3/27/2013,Cripple Tree (South),727417,9842752,serena s
S14549,1/5/2014,Cripple Tree (South),727417,9841866,serena s
S12110,12/21/2013,Cripple Tree (South),727438,9841819,serena s
S11746,6/24/2013,Cripple Tree (South),727441,9841873,serena s
S14652,2/24/2014,Cripple Tree (South),727447,9841906,serena s
S14656,2/24/2014,Cripple Tree (South),727447,9841906,serena s
S10258,7/22/2013,Cripple Tree (South),727456,9841909,serena s
S11802,8/12/2013,Cripple Tree (South),727459,9841905,serena s
S11490,2/9/2013,Cripple Tree (South),727464,9841826,serena s
S8956,7/14/2012,Cripple Tree (South),727479,9841898,serena s
S11612,4/11/2013,Cripple Tree (South),727479,9841836,serena s
S9061,8/6/2012,Cripple Tree (South),727491,9841886,serena s
s14661,2/25/2014,Cripple Tree (South),727493,9842689,serena s
S11726,6/19/2013,Cripple Tree (South),727504,9841952,serena s
S11760,6/28/2013,Cripple Tree (South),727504,9841868,serena s
S14624,2/15/2014,Cripple Tree (South),727523,9841951,serena s
S11746,6/24/2013,Cripple Tree (South),727544,9841988,serena s
S8986,7/30/2012,Cripple Tree (South),727553,9842650,serena s
S11638,5/17/2013,Cripple Tree (South),727562,9841853,serena s
S11927.2,10/6/2013,Cripple Tree (South),727568,9842616,serena s
S11690,6/11/2013,Cripple Tree (South),727573,9842607,serena s
S9114,8/31/2012,Cripple Tree (South),727595,9841890,serena s
S14561,1/14/2014,Cripple Tree (South),727613,9842601,serena s
S11763,6/30/2013,Cripple Tree (South),727630,9841924,serena s
S11868,8/25/2013,Cripple Tree (South),727671,9842621,serena s
S11842,8/18/2013,Cripple Tree (South),727694,9841973,serena s
S14562,1/14/2014,Cripple Tree (South),727786,9842583,serena s
S14723,3/19/2014,Darting Dude Drop Off (North),728556,9840120,serena s
S9050,8/11/2012,Decoral (South),0,0,serena s
S9403,12/11/2012,Decoral (South),0,0,serena s
S9431,12/28/2012,Decoral (South),0,0,serena s
S11499,2/13/2013,Decoral (South),0,0,serena s
S11631,5/13/2013,Decoral (South),0,0,serena s
S11634,5/13/2013,Decoral (South),0,0,serena s
S11649,5/19/2013,Decoral (South),0,0,serena s
S11675,6/8/2013,Decoral (South),0,0,serena s
S11697,6/13/2013,Decoral (South),0,0,serena s
S11833,8/16/2013,Decoral (South),0,0,serena s
S14608,2/5/2014,Decoral (South),0,0,serena s
S8974,7/24/2012,Decoral (South),722922,9840442,serena s
S11466,2/3/2013,Decoral (South),727619,9840692,serena s
S11642,5/17/2013,Decoral (South),727629,9840729,serena s
S11639,5/17/2013,Decoral (South),727648,9840823,serena s
S11740,6/23/2013,Decoral (South),727688,9840666,serena s
S11885,9/8/2013,Decoral (South),727735,9840785,serena s
S11643,5/17/2013,Decoral (South),727738,9840729,serena s
S11741,6/23/2013,Decoral (South),727742,9840613,serena s
S14667,2/26/2014,Decoral (South),727787,9840570,serena s
S11467,2/3/2013,Decoral (South),727791,9840839,serena s
S9185,9/18/2012,Decoral (South),727811,9840868,serena s
S11644,5/17/2013,Decoral (South),727823,9840645,serena s
S9197,9/15/2012,Decoral (South),727832,9840428,serena s
S11498,2/13/2013,Decoral (South),727846,9840828,serena s
S9339,11/20/2012,Decoral (South),727853,9840894,serena s
S9423,12/22/2012,Decoral (South),727856,9840863,serena s
S11645,5/17/2013,Decoral (South),727860,9840631,serena s
S9350.1,11/24/2012,Decoral (South),727861,9840408,serena s
S9294,11/13/2012,Decoral (South),727862,9840847,serena s
S14608,2/5/2014,Decoral (South),727869,9840462,serena s
S9353,11/24/2012,Decoral (South),727870,9840858,serena s
S12033,11/26/2013,Decoral (South),727873,9840404,serena s
S12102,12/19/2013,Decoral (South),727879,9840784,serena s
S11571,3/13/2013,Decoral (South),727886,9840436,serena s
S11429,1/10/2013,Decoral (South),727890,9840804,serena s
S11613,4/11/2013,Decoral (South),727890,9840561,serena s
S9375,11/28/2012,Decoral (South),727905,9840581,serena s
S9011,8/1/2012,Decoral (South),727906,9840940,serena s
S14660,2/25/2014,Decoral (South),727908,9840432,serena s
S14581,1/25/2014,Decoral (South),727910,9840439,serena s
S11683,6/8/2013,Decoral (South),727913,9840611,serena s
S11423,1/10/2013,Decoral (South),727916,9840748,serena s
S11629,5/4/2013,Decoral (South),727919,9840438,serena s
S11876,9/5/2013,Decoral (South),727921,9840552,serena s
S9281,11/11/2012,Decoral (South),727930,9841148,serena s
S9334,11/20/2012,Decoral (South),727930,9840728,serena s
S11967,10/27/2013,Decoral (South),727931,9840446,serena s
S11894,9/11/2013,Decoral (South),727936,9840444,serena s
S14725,3/19/2014,Decoral (South),727937,9840840,serena s
S9100,8/23/2012,Decoral (South),727941,9840452,serena s
S8969,7/20/2012,Decoral (South),727942,9840870,serena s
S8998,7/31/2012,Decoral (South),727944,9840680,serena s
S9024,8/7/2012,Decoral (South),727944,9840788,serena s
S11473,2/5/2013,Decoral (South),727944,9840906,serena s
S14606,2/4/2014,Decoral (South),727944,9840450,serena s
S11461,2/2/2013,Decoral (South),727945,9840706,serena s
S11999,11/10/2013,Decoral (South),727945,9840793,serena s
S9176,9/15/2012,Decoral (South),727946,9840918,serena s
S11597,3/25/2013,Decoral (South),727946,9840721,serena s
S9165,9/12/2012,Decoral (South),727947,9840724,serena s
S11829,8/16/2013,Decoral (South),727949,9840961,serena s
S11628,5/4/2013,Decoral (South),727950,9840634,serena s
S11503,2/13/2013,Decoral (South),727951,9840632,serena s
