SESSION,DATE,landmarkid,utme,utmn
82438,5/21/2013,0,748894,9836249
82432,5/21/2013,0,748367,9836559
82437,5/21/2013,0,748493,9836713
82457,5/21/2013,0,748072,9836992
82436,5/21/2013,0,748187,9837190
82458,5/21/2013,0,748045,9837259
82435,5/21/2013,0,747725,9837442
82433,5/21/2013,No Name Hill Tree (Talek),748044,9837449
82434,5/21/2013,0,747910,9837502
82456,5/21/2013,Suicide Crossing (Talek),751870,9837590
82440,5/21/2013,0,748023,9837598
82452,5/21/2013,Cheetah Tree Crossing (Talek),748565,9837620
82444,5/21/2013,Cheetah Tree Crossing (Talek),748565,9837620
82443,5/21/2013,0,750182,9837672
82445,5/21/2013,0,748473,9837870
82446,5/21/2013,0,748473,9837870
82447,5/21/2013,0,748501,9837967
82441,5/21/2013,0,746605,9838082
82448,5/21/2013,0,747235,9838123
82466,5/21/2013,0,743785,9838136
82467,5/21/2013,0,746424,9838326
82441,5/21/2013,0,746121,9838419
82453,5/21/2013,Riverbend Den (Talek),748477,9838427
82455,5/21/2013,Riverbend Den (Talek),748477,9838427
82465,5/21/2013,Riverbend Den (Talek),748477,9838427
82454,5/21/2013,Riverbend Den (Talek),748477,9838427
82459,5/21/2013,0,745273,9838607
82462,5/21/2013,0,745534,9838659
82442,5/21/2013,Border Tree (Talek),745310,9838783
82462,5/21/2013,0,745516,9838883
82461,5/21/2013,0,745304,9838892
82460,5/21/2013,0,745405,9839048
82463,5/21/2013,0,745401,9839179
82464,5/21/2013,0,745256,9839285
82449,5/21/2013,0,746026,9839381
82450,5/21/2013,0,745122,9840498
82471,5/22/2013,0,747497,9836224
82475,5/22/2013,0,749021,9836628
82470,5/22/2013,0,748062,9837284
82468,5/22/2013,0,749038,9837295
82469,5/22/2013,0,748635,9837332
82488,5/22/2013,No Name Hill Tree (Talek),748044,9837449
82472,5/22/2013,"Horseshoe Lugga, Top (Talek)",744395,9838300
82487,5/22/2013,Saga Lugga Crossing (Talek),746269,9838353
82489,5/22/2013,Riverbend Den (Talek),748477,9838427
82485,5/22/2013,0,745820,9838507
82473,5/22/2013,0,745028,9838533
82486,5/22/2013,0,745978,9838533
82474,5/22/2013,0,745660,9838533
82472,5/22/2013,0,744883,9838772
82490,5/22/2013,Central Park Communal Den (Talek),746472,9838970
82476,5/22/2013,Central Park Communal Den (Talek),746472,9838970
82484,5/22/2013,0,745217,9839006
82481,5/22/2013,0,745312,9839166
82477,5/22/2013,0,746060,9839267
82479,5/22/2013,0,745923,9839355
82478,5/22/2013,0,745994,9839414
82480,5/22/2013,Coral Reef  (Talek ),745757,9839525
82482,5/22/2013,Talek Lugga Crossing (Talek),745099,9840066
82483,5/22/2013,0,744917,9840198
82500,5/23/2013,0,747480,9836543
82495,5/23/2013,0,748074,9836655
82502,5/23/2013,0,746972,9837035
82501,5/23/2013,0,749675,9837047
82491,5/23/2013,Surprise X (Talek),749656,9837126
82493,5/23/2013,0,747937,9837196
82492,5/23/2013,0,748323,9837254
82494,5/23/2013,0,747627,9837857
82494,5/23/2013,0,747438,9838042
82497,5/23/2013,0,746496,9838346
82512,5/23/2013,Saga Lugga Crossing (Talek),746269,9838353
82513,5/23/2013,Riverbend Den (Talek),748477,9838427
82496,5/23/2013,Riverbend Den (Talek),748477,9838427
82511,5/23/2013,0,746156,9838581
82509,5/23/2013,0,745873,9838800
82499,5/23/2013,0,744175,9838840
82510,5/23/2013,0,746287,9838868
82508,5/23/2013,0,746096,9839072
82507,5/23/2013,0,746103,9839212
82506,5/23/2013,0,746002,9839444
82505,5/23/2013,Talek Lugga Crossing (Talek),745099,9840066
82498,5/23/2013,0,744930,9840116
82504,5/23/2013,0,744869,9840441
82503,5/23/2013,0,743769,9840502
82519,5/24/2013,Balloon Tree (Talek),748126.1456,9835148.488
82533,5/24/2013,0,746171,9835683
82520,5/24/2013,0,748093,9836681
82514,5/24/2013,0,748275,9836870
82527,5/24/2013,0,748034,9837242
82515,5/24/2013,Cheetah Tree (Talek),748467,9837406
82526,5/24/2013,No Name Hill Tree (Talek),748044,9837449
82528,5/24/2013,0,747678,9837452
82535,5/24/2013,0,751357,9837721
82529,5/24/2013,0,747346,9838021
82523,5/24/2013,0,746467,9838052
82524,5/24/2013,0,746281,9838086
82525,5/24/2013,0,746461,9838115
82531,5/24/2013,0,747019,9838162
82521,5/24/2013,0,748271,9838240
82522,5/24/2013,0,746333,9838240
82534,5/24/2013,Coucal Crossing (Talek),746604,9838360
82516,5/24/2013,Riverbend Den (Talek),748477,9838427
82530,5/24/2013,Riverbend Den (Talek),748477,9838427
82517,5/24/2013,0,745390,9838533
82532,5/24/2013,Central Park Communal Den (Talek),746472,9838970
82518,5/24/2013,0,745190,9840196
82536,5/25/2013,0,748581,9836711
82539,5/25/2013,0,748266,9837427
82538,5/25/2013,No Name Hill Tree (Talek),748044,9837449
82544,5/25/2013,0,749853,9837565
82540,5/25/2013,0,747739,9837810
82542,5/25/2013,0,746424,9838333
82537,5/25/2013,0,744841,9838420
82543,5/25/2013,Riverbend Den (Talek),748477,9838427
82541,5/25/2013,Central Park Communal Den (Talek),746472,9838970
82549,5/26/2013,0,750594,9834669
82549,5/26/2013,0,751117,9834769
82549,5/26/2013,0,750936,9834802
82549,5/26/2013,0,750936,9834802
82549,5/26/2013,0,750008,9836295
82550,5/26/2013,0,751158,9836860
82545,5/26/2013,0,748103,9837052
82549,5/26/2013,Surprise X (Talek),749656,9837126
82553,5/26/2013,0,746246,9838865
82554,5/26/2013,Central Park Communal Den (Talek),746472,9838970
82552,5/26/2013,0,745249,9839005
82546,5/26/2013,0,745178,9839006
82551,5/26/2013,0,745473,9839041
82547,5/26/2013,0,744014,9839928
82548,5/26/2013,Murram Pit (Fig Tree),740495.1318,9842970.578
82583,5/27/2013,Vulture Crossing (Talek),0,0
82572,5/27/2013,Vulture Crossing (Talek),0,0
82564,5/27/2013,0,749726,9834236
82582,5/27/2013,0,748529,9836344
82571,5/27/2013,0,748091,9836654
82555,5/27/2013,0,748249,9836972
82573,5/27/2013,0,748786,9837375
82580,5/27/2013,No Name Hill Tree (Talek),748044,9837449
82585,5/27/2013,0,747244,9837604
82584,5/27/2013,0,747775,9837609
82556,5/27/2013,0,748021,9837683
82581,5/27/2013,Putrid Crossing (Talek),751982,9837697
82591,5/27/2013,0,747627,9837710
82559,5/27/2013,0,748072,9837722
82558,5/27/2013,Box Crossing (Talek),748090,9837837
82557,5/27/2013,Box Crossing (Talek),748090,9837837
82566,5/27/2013,Box Crossing (Talek),748189,9837936
82561,5/27/2013,0,747845,9837944
82560,5/27/2013,0,748055,9837946
82587,5/27/2013,0,746570,9838100
82578,5/27/2013,0,747950,9838103
82567,5/27/2013,Centre Tree (Talek),747366,9838133
82562,5/27/2013,Centre Tree (Talek),747366,9838133
82576,5/27/2013,0,746031,9838163
82574,5/27/2013,0,746670,9838251
82563,5/27/2013,0,746672,9838258
82569,5/27/2013,Saga Lugga Crossing (Talek),746269,9838353
82568,5/27/2013,0,746768,9838362
82575,5/27/2013,0,746171,9838394
82579,5/27/2013,Riverbend Den (Talek),748477,9838427
82565,5/27/2013,Riverbend Den (Talek),748477,9838427
82588,5/27/2013,0,746185,9838471
82586,5/27/2013,"Saga Lugga, Bottom (Talek)",746397,9838510
82577,5/27/2013,0,745534,9838531
82590,5/27/2013,0,746169,9838745
82589,5/27/2013,Central Park Communal Den (Talek),746472,9838970
82570,5/27/2013,0,745305,9840157
82600,5/28/2013,0,751995,9836474
82596,5/28/2013,0,747552,9836556
82601,5/28/2013,0,748045,9837133
82602,5/28/2013,0,747857,9837306
82598,5/28/2013,0,748549,9837317
82603,5/28/2013,0,747716,9837550
82604,5/28/2013,0,747035,9837681
82604,5/28/2013,0,746793,9837719
82610,5/28/2013,0,750972,9837789
82593,5/28/2013,0,748219,9837984
82597,5/28/2013,0,747629,9838021
82594,5/28/2013,0,747832,9838030
82594,5/28/2013,0,747612,9838045
82595,5/28/2013,0,747496,9838060
82605,5/28/2013,0,746412,9838273
82592,5/28/2013,Riverbend Den (Talek),748477,9838427
82609,5/28/2013,Riverbend Den (Talek),748477,9838427
82608,5/28/2013,0,746180,9838460
82606,5/28/2013,Central Park Communal Den (Talek),746472,9838970
82607,5/28/2013,Central Park Communal Den (Talek),746472,9838970
82617,5/29/2013,0,749918,9836619
82624,5/29/2013,0,749789,9836884
82630,5/29/2013,0,748981,9836953
82629,5/29/2013,0,747845,9837411
82623,5/29/2013,0,748146,9837532
82618,5/29/2013,0,747187,9837666
82628,5/29/2013,0,747812,9837695
82612,5/29/2013,Box Crossing (Talek),748090,9837837
82622,5/29/2013,Box Crossing (Talek),748090,9837837
82637,5/29/2013,0,746832,9837866
82619,5/29/2013,0,746866,9837873
82631,5/29/2013,0,748599,9837891
82636,5/29/2013,Saga Lugga Crossing (Talek),746269,9838353
82638,5/29/2013,Riverbend Den (Talek),748477,9838427
82634,5/29/2013,Riverbend Den (Talek),748477,9838427
82611,5/29/2013,Riverbend Den (Talek),748477,9838427
82620,5/29/2013,0,745954,9838486
82621,5/29/2013,0,745891,9838584
82613,5/29/2013,0,746176,9838601
82615,5/29/2013,0,745107,9838960
82635,5/29/2013,Central Park Communal Den (Talek),746472,9838970
82614,5/29/2013,0,745628,9838980
82627,5/29/2013,Coral Reef  (Talek ),745757,9839525
82626,5/29/2013,0,744545,9840229
82625,5/29/2013,0,744460,9840271
82616,5/29/2013,0,744285,9840559
82641,5/30/2013,0,750048,9836285
82639,5/30/2013,0,745911,9838728
82640,5/30/2013,0,745371,9838887
80903,6/1/2013,0,747833,9837142
80905,6/1/2013,0,747833,9837142
80904,6/1/2013,0,747833,9837142
80907,6/1/2013,Century Crossing (Talek),747636,9837248
80906,6/1/2013,0,747654,9837474
80910,6/1/2013,0,747685,9837922
80911,6/1/2013,Riverbend Den (Talek),748477,9838427
80909,6/1/2013,0,745560,9838592
80908,6/1/2013,0,744833,9839172
80925,6/2/2013,Vulture Crossing (Talek),0,0
80927,6/2/2013,0,747024,9837051
80928,6/2/2013,0,746862,9837155
80913,6/2/2013,0,748156,9837190
80926,6/2/2013,0,747913,9837247
80923,6/2/2013,0,746874,9837257
80914,6/2/2013,0,747986,9837283
80924,6/2/2013,0,748756,9837415
80912,6/2/2013,0,748729,9837419
80915,6/2/2013,0,747925,9837462
80916,6/2/2013,0,747790,9837470
80924.1,6/2/2013,0,747568,9837474
80922,6/2/2013,0,747053,9837793
80921,6/2/2013,Rhino Skull Lugga Crossing (Talek),746673,9837962
80930,6/2/2013,0,747998,9837972
80931,6/2/2013,0,747918,9837981
80918,6/2/2013,0,747508,9838076
80917,6/2/2013,Centre Tree (Talek),747366,9838133
80932,6/2/2013,Riverbend Den (Talek),748477,9838427
80920,6/2/2013,0,745710,9838554
80919,6/2/2013,Dream Camp (Talek),746192,9838993
80929,6/2/2013,0,745114,9839038
80938,6/3/2013,Vulture Crossing (Talek),0,0
80942,6/3/2013,0,747965,9836640
80946,6/3/2013,0,748110,9836952
80947,6/3/2013,Leopard Sex Crossing (Talek),747704,9837000
80933,6/3/2013,Paul's Tree (Talek),751530,9837604
80937,6/3/2013,0,747597,9837843
80939,6/3/2013,0,747597,9837843
80935,6/3/2013,0,748529,9837986
80936,6/3/2013,Centre Tree (Talek),747366,9838133
80934,6/3/2013,Riverbend Den (Talek),748477,9838427
80949,6/3/2013,Riverbend Den (Talek),748477,9838427
80950,6/3/2013,Riverbend Den (Talek),748477,9838427
80951,6/3/2013,0,745783,9838494
80948,6/3/2013,0,745440,9838752
80943,6/3/2013,0,744797,9839458
80940,6/3/2013,0,745968,9839506
80944,6/3/2013,0,744702,9839949
80945,6/3/2013,Kilong Crossing (Talek),745194,9840304
80941,6/3/2013,0,745277,9840395
80958,6/4/2013,0,754311,9833439
80961,6/4/2013,DOC's Pond Crossing (Talek),748807,9836032
80960,6/4/2013,0,749130,9836385
80962,6/4/2013,0,748833,9836534
80959,6/4/2013,0,747579,9836887
80952,6/4/2013,0,747987,9836935
80959,6/4/2013,Century Crossing (Talek),747636,9837248
80954,6/4/2013,0,747879,9837434
80953,6/4/2013,No Name Hill Tree (Talek),748044,9837449
80963,6/4/2013,0,747377,9837456
80955,6/4/2013,Tree Musketeers Crossing (Talek West),747320,9837739
80970,6/4/2013,Coucal Crossing (Talek),746604,9838360
80971,6/4/2013,Riverbend Den (Talek),748477,9838427
80956,6/4/2013,0,745528,9838594
80969,6/4/2013,0,746162,9838727
80967,6/4/2013,0,745956,9838746
80968,6/4/2013,0,746083,9838890
80966,6/4/2013,0,745442,9838894
80957,6/4/2013,0,746123,9839152
80964,6/4/2013,0,744554,9839359
80965,6/4/2013,0,744651,9839933
80999,6/5/2013,Vulture Crossing (Talek),0,0
80989,6/5/2013,0,747399,9835640
80991,6/5/2013,0,747107,9835757
80991,6/5/2013,0,747210,9835954
80991,6/5/2013,0,747477,9836063
80977,6/5/2013,0,750398,9836138
80977.1,6/5/2013,0,749400,9836268
80990,6/5/2013,0,747670,9836375
80992,6/5/2013,0,749819,9836398
80976,6/5/2013,0,749121,9836579
80974,6/5/2013,0,749072,9836716
80975,6/5/2013,0,748814,9836808
80997,6/5/2013,0,747966,9837020
80973,6/5/2013,0,748945,9837136
80998,6/5/2013,0,747872,9837181
80978,6/5/2013,0,749042,9837199
80993,6/5/2013,0,748679,9837327
80979,6/5/2013,0,748830,9837487
80994,6/5/2013,Teapot Tree Crossing (Talek),747432,9837579
81000,6/5/2013,0,747900,9837595
80980,6/5/2013,0,751403,9837669
80972,6/5/2013,Putrid Crossing (Talek),751982,9837697
80981,6/5/2013,0,748497,9838240
80995,6/5/2013,Saga Lugga (Talek),746095,9838250
80982,6/5/2013,Riverbend Den (Talek),748477,9838427
80983,6/5/2013,Riverbend Den (Talek),748477,9838427
80984,6/5/2013,Riverbend Den (Talek),748477,9838427
80985,6/5/2013,Riverbend Den (Talek),748477,9838427
81001,6/5/2013,Riverbend Den (Talek),748477,9838427
80996,6/5/2013,0,745241,9838467
80986,6/5/2013,0,745806,9839099
80987,6/5/2013,0,745295,9840231
80988,6/5/2013,0,744486,9840564
81017,6/6/2013,0,748192,9835259
81018,6/6/2013,Magic Culvert (Talek),747371,9836013
81015,6/6/2013,0,747664,9836175
81016,6/6/2013,0,748553,9836656
81005,6/6/2013,Lone Tree (Talek),748221.875,9836706
81006,6/6/2013,0,747833,9836829
81019,6/6/2013,0,748094,9836923
81007,6/6/2013,0,747921,9837214
81004,6/6/2013,0,749296,9837346
81020,6/6/2013,0,747789,9837395
81014,6/6/2013,0,747939,9837419
81008,6/6/2013,No Name Hill Tree (Talek),748044,9837449
81022,6/6/2013,Teapot Tree Crossing (Talek),747432,9837579
81009,6/6/2013,Teapot Tree (),747579,9837618
81021,6/6/2013,Teapot Tree (),747579,9837618
81025,6/6/2013,Box Crossing (Talek),748090,9837837
81002,6/6/2013,0,748590,9837869
81010,6/6/2013,Rhino Skull Lugga Crossing (Talek),746673,9837962
81013,6/6/2013,0,746457,9838312
81026,6/6/2013,Riverbend Den (Talek),748477,9838427
81003,6/6/2013,Riverbend Den (Talek),748477,9838427
81012,6/6/2013,0,745907,9838462
81023,6/6/2013,0,746227,9838856
81011,6/6/2013,0,745545,9839641
81027,6/7/2013,0,748064,9836913
81030,6/7/2013,0,748064,9836913
81044,6/7/2013,0,746986,9836993
81045,6/7/2013,0,747332,9836997
81049,6/7/2013,Century Crossing (Talek),747636,9837248
81043,6/7/2013,Camel Crossing (Talek),749138,9837259
81031,6/7/2013,Camel Crossing (Talek),749138,9837259
81029,6/7/2013,0,748176,9837350
81032,6/7/2013,0,749659,9837441
81028,6/7/2013,Teapot Tree (),747579,9837618
81033,6/7/2013,0,748700,9837670
81046,6/7/2013,0,746868,9837794
81034,6/7/2013,Box Crossing (Talek),748090,9837837
81050,6/7/2013,0,747023,9837944
81036,6/7/2013,0,746530,9838146
81035,6/7/2013,0,746552,9838228
81035,6/7/2013,Saga Lugga (Talek),746095,9838250
81051,6/7/2013,Riverbend Den (Talek),748477,9838427
81047,6/7/2013,"Saga Lugga, Bottom (Talek)",746397,9838510
81037,6/7/2013,0,745445,9838536
81048,6/7/2013,0,746150,9838619
81035,6/7/2013,0,746264,9838821
81038,6/7/2013,0,745447,9838823
81035,6/7/2013,0,746146,9838868
81039,6/7/2013,0,745997,9839489
81041,6/7/2013,0,744788,9839728
81040,6/7/2013,0,745312,9839886
81042,6/7/2013,0,744853,9840013
81062,6/8/2013,~location non standard (),0,0
81052,6/8/2013,~location non standard (),0,0
81074,6/8/2013,0,0,0
81066,6/8/2013,Vulture Crossing (Talek),0,0
81067,6/8/2013,~location non standard (),0,0
81068,6/8/2013,Vulture Crossing (Talek),0,0
81067,6/8/2013,~location non standard (),0,0
81061,6/8/2013,0,748307,9836475
81080,6/8/2013,0,748102,9836481
81061,6/8/2013,0,748416,9836525
81071,6/8/2013,0,748274,9836541
81073,6/8/2013,0,747708,9836554
81072,6/8/2013,0,747957,9836562
81084,6/8/2013,0,747563,9836570
81081,6/8/2013,0,747894,9836583
81069,6/8/2013,Main Den One Creek Crossing (Talek),747796.875,9836633
81083,6/8/2013,Lone Tree (Talek),748221.875,9836706
81087,6/8/2013,Lone Tree (Talek),748221.875,9836706
81092,6/8/2013,Lone Tree (Talek),748221.875,9836706
81060,6/8/2013,0,748673,9836817
81088,6/8/2013,0,747991,9836823
81082,6/8/2013,0,747991,9836832
81064,6/8/2013,0,747828,9836935
81063,6/8/2013,0,747965,9837165
81065,6/8/2013,0,747965,9837165
81085,6/8/2013,Century Crossing (Talek),747636,9837248
81089,6/8/2013,0,747867,9837303
81054,6/8/2013,0,748103,9837343
81093,6/8/2013,0,749329,9837350
81086,6/8/2013,Teapot Tree Crossing (Talek),747432,9837579
81053,6/8/2013,Cheetah Tree Crossing (Talek),748565,9837620
81056,6/8/2013,0,747742,9837663
81055,6/8/2013,0,747597,9837737
81057,6/8/2013,0,747863,9837775
81058,6/8/2013,0,747989,9837928
81070,6/8/2013,0,747963,9837941
81075,6/8/2013,0,748312,9838002
81078,6/8/2013,0,748490,9838100
81079,6/8/2013,Centre Tree (Talek),747366,9838133
81078,6/8/2013,0,748493,9838186
81059,6/8/2013,Riverbend Den (Talek),748477,9838427
81076,6/8/2013,Riverbend Den (Talek),748477,9838427
81077,6/8/2013,Riverbend Den (Talek),748477,9838427
81078,6/8/2013,Riverbend Den (Talek),748477,9838427
81111,6/9/2013,Spider Web Tree Crossing (?) (Talek),749124,9835479
81112,6/9/2013,DOC's Pond Crossing (Talek),748807,9836032
81099,6/9/2013,0,748630,9836507
81107,6/9/2013,0,747990,9836741
81115,6/9/2013,0,748487,9836744
81106,6/9/2013,0,748610,9836762
81098,6/9/2013,0,748020,9837148
81116,6/9/2013,Century Crossing (Talek),747636,9837248
81113,6/9/2013,Camel Crossing (Talek),749138,9837259
81114,6/9/2013,0,748973,9837356
81117,6/9/2013,0,747703,9837398
81118,6/9/2013,Teapot Tree (),747579,9837618
81103,6/9/2013,Cheetah Tree Crossing (Talek),748565,9837620
81109,6/9/2013,0,747633,9837978
81110,6/9/2013,0,747405,9837981
81096,6/9/2013,0,747984,9837991
81095,6/9/2013,0,748545,9838103
81108,6/9/2013,Centre Tree (Talek),747366,9838133
81104,6/9/2013,Centre Tree (Talek),747366,9838133
81097,6/9/2013,Centre Tree (Talek),747366,9838133
81108,6/9/2013,Coucal Crossing (Talek),746604,9838360
81094,6/9/2013,Riverbend Den (Talek),748477,9838427
81119,6/9/2013,Riverbend Den (Talek),748477,9838427
81120,6/9/2013,Riverbend Den (Talek),748477,9838427
81120,6/9/2013,Riverbend Den (Talek),748477,9838427
81121,6/9/2013,Riverbend Den (Talek),748477,9838427
81105,6/9/2013,0,745070,9839226
81100,6/9/2013,0,745550,9839565
81101,6/9/2013,0,745463,9840036
81101,6/9/2013,0,745372,9840267
81102,6/9/2013,Kilong Crossing (Talek),745194,9840304
81135,6/10/2013,~location non standard (),,0
81132,6/10/2013,~location non standard (),0,0
81148,6/10/2013,Vulture Crossing (Talek),0,0
81131,6/10/2013,0,749833,9835201
81130,6/10/2013,0,749850,9835313
81144,6/10/2013,0,749354,9835440
81129,6/10/2013,0,749978,9835763
81143,6/10/2013,DOC's Pond Crossing (Talek),748807,9836032
81145,6/10/2013,0,747742,9836510
81128,6/10/2013,0,750086,9836557
81133,6/10/2013,Lone Tree (Talek),748221.875,9836706
81146,6/10/2013,Lone Tree (Talek),748221.875,9836706
81139,6/10/2013,Lemayian Crossing (Talek),752390,9836825
81149,6/10/2013,0,748106,9836888
81147,6/10/2013,0,747181,9836904
81124,6/10/2013,0,748110,9836944
81126,6/10/2013,Leopard Sex Crossing (Talek),747704,9837000
81134,6/10/2013,0,747840,9837179
81136,6/10/2013,Camel Crossing (Talek),749138,9837259
81123,6/10/2013,Camel Crossing (Talek),749138,9837259
81125,6/10/2013,0,747898,9837311
81125,6/10/2013,0,747715,9837410
81141,6/10/2013,0,747593,9837480
81141.1,6/10/2013,Teapot Tree (),747579,9837618
81142,6/10/2013,0,747782,9837735
81140,6/10/2013,Riverbend Den (Talek),748477,9838427
81122,6/10/2013,Riverbend Den (Talek),748477,9838427
81137,6/10/2013,Dick Hedges Crossing (Talek),750613,9838466
81138,6/10/2013,Plantation Den (Talek),746293,9839498
81127,6/10/2013,0,744362,9840342
81150,6/13/2013,Saga Lugga Crossing (Talek),746269,9838353
81151,6/13/2013,Coucal Crossing (Talek),746604,9838360
81153,6/13/2013,0,750696,9838391
81152,6/13/2013,Riverbend Den (Talek),748477,9838427
81155,6/13/2013,0,750851,9838865
81154,6/13/2013,Plantation Den (Talek),746293,9839498
81156,6/14/2013,0,747805,9837406
81166,6/14/2013,Paul's Tree (Talek),751530,9837604
81158,6/14/2013,Pee Spot Crossing (Talek),747225,9837906
81157,6/14/2013,Pee Spot Crossing (Talek),747225,9837906
81168,6/14/2013,Riverbend Den (Talek),748477,9838427
81159,6/14/2013,0,746214,9838770
81169,6/14/2013,Dream Camp (Talek),746192,9838993
81165,6/14/2013,0,745079,9839218
81161,6/14/2013,Mystery Spot (Talek),746175,9839389
81160,6/14/2013,Mystery Spot (Talek),746175,9839389
81162,6/14/2013,0,745994,9839400
81167,6/14/2013,Plantation Den (Talek),746293,9839498
81172,6/14/2013,Plantation Den (Talek),746293,9839498
81163,6/14/2013,0,745579,9839862
81170,6/14/2013,0,745469,9839991
81164,6/14/2013,Talek Lugga Crossing (Talek),745099,9840066
81171,6/14/2013,0,745366,9840574
81173.1,6/15/2013,Vulture Crossing (Talek),0,0
81173.1,6/15/2013,0,747354,9837496
81173.1,6/15/2013,0,747972,9837649
81173.1,6/15/2013,Rhino Tree (Talek),746530,9837867
81173,6/15/2013,0,748208,9837946
81173.1,6/15/2013,0,746268,9838190
81173.1,6/15/2013,Saga Lugga Crossing (Talek),746269,9838353
81174,6/15/2013,Saga Lugga Crossing (Talek),746269,9838353
81176,6/15/2013,Plantation Den (Talek),746293,9839498
81175,6/15/2013,Plantation Den (Talek),746293,9839498
81188,6/16/2013,0,746652,9837368
81201,6/16/2013,Paul's Tree (Talek),751530,9837604
81177,6/16/2013,Teapot Tree (),747579,9837618
81189,6/16/2013,Putrid Crossing (Talek),751982,9837697
81186,6/16/2013,0,746386,9837763
81198,6/16/2013,0,748206,9837977
81187,6/16/2013,Saga Lugga Crossing (Talek),746269,9838353
81202,6/16/2013,0,750739,9838356
81199,6/16/2013,0,747963,9838368
81200,6/16/2013,Riverbend Den (Talek),748477,9838427
81190,6/16/2013,Dick Hedges Crossing (Talek),750613,9838466
81178,6/16/2013,0,746185,9838749
81191,6/16/2013,Dream Camp (Talek),746192,9838993
81179,6/16/2013,0,745687,9838998
81197,6/16/2013,0,745011,9839089
81185,6/16/2013,0,745218,9839248
81184,6/16/2013,0,745183,9839402
81196,6/16/2013,0,745286,9839436
81195,6/16/2013,0,744866,9839436
81203,6/16/2013,Plantation Den (Talek),746293,9839498
81204,6/16/2013,Plantation Den (Talek),746293,9839498
81181,6/16/2013,0,744913,9839556
81182,6/16/2013,0,744483,9839707
81192,6/16/2013,0,745241,9839806
81183,6/16/2013,0,744587,9839839
81193,6/16/2013,0,745126,9839857
81194,6/16/2013,0,744996,9839872
81180,6/16/2013,0,745309,9840488
81209,6/17/2013,Teapot Tree (),747579,9837618
81205,6/17/2013,0,748568,9837761
81209,6/17/2013,0,747419,9837826
81208,6/17/2013,0,748152,9837954
81218,6/17/2013,0,747987,9837963
81210,6/17/2013,0,747561,9838038
81206,6/17/2013,0,748543,9838127
81211,6/17/2013,0,747612,9838132
81212,6/17/2013,Centre Tree (Talek),747366,9838133
81213,6/17/2013,0,746114,9838356
81207,6/17/2013,Riverbend Den (Talek),748477,9838427
81214,6/17/2013,0,746336,9838635
81217,6/17/2013,0,745031,9838789
81219,6/17/2013,0,750310,9838890
81215,6/17/2013,0,746101,9839083
81220,6/17/2013,0,749046,9839252
81222,6/17/2013,Plantation Den (Talek),746293,9839498
81221,6/17/2013,Plantation Den (Talek),746293,9839498
81216,6/17/2013,0,744815,9840377
81223,6/18/2013,Culvert of 13 Lugga South (Talek),747880,9835456
81228,6/18/2013,Riverbend Den (Talek),748477,9838427
81227,6/18/2013,0,746166,9838454
81226,6/18/2013,0,745509,9838631
81229,6/18/2013,Plantation Den (Talek),746293,9839498
81225,6/18/2013,0,744690,9839623
81224,6/18/2013,0,743071,9840082
81242,6/19/2013,Main Den One Creek Crossing (Talek),747796.875,9836633
81230,6/19/2013,0,748335,9836668
81231,6/19/2013,0,748120,9836928
81233,6/19/2013,0,748054,9837099
81232,6/19/2013,0,747840,9837120
81249,6/19/2013,0,747981,9837123
81250,6/19/2013,0,748246,9837241
81248,6/19/2013,0,747742,9837490
81252,6/19/2013,Paul's Tree (Talek),751530,9837604
81247,6/19/2013,0,746745,9837734
81251,6/19/2013,Riverbend Den (Talek),748477,9838427
81237,6/19/2013,0,743619,9839115
81234,6/19/2013,0,745722,9839133
81238,6/19/2013,0,745208,9839146
81241,6/19/2013,0,749618,9839158
81246,6/19/2013,0,745196,9839192
81243,6/19/2013,0,743580,9839231
81240,6/19/2013,Plantation Den (Talek),746293,9839498
81239,6/19/2013,Plantation Den (Talek),746293,9839498
81245,6/19/2013,Talek Lugga - Top (Talek),744889,9839801
81235,6/19/2013,Talek Lugga Crossing (Talek),745099,9840066
81244,6/19/2013,0,744662,9840083
81236,6/19/2013,0,744525,9840628
81259,6/20/2013,~location non standard (),0,0
81260,6/20/2013,~location non standard (),0,0
81253,6/20/2013,0,747981,9837329
81272,6/20/2013,No Name Hill Tree (Talek),748044,9837449
81271,6/20/2013,0,746379,9837469
81273,6/20/2013,0,747576,9837485
81276,6/20/2013,Paul's Tree (Talek),751530,9837604
81264,6/20/2013,Paul's Tree (Talek),751530,9837604
81275,6/20/2013,0,751366,9837702
81261,6/20/2013,0,746496,9837705
81261,6/20/2013,0,746354,9837867
81270,6/20/2013,Rhino Tree (Talek),746530,9837867
81256,6/20/2013,Saga Lugga Crossing (Talek),746269,9838353
81274,6/20/2013,Riverbend Den (Talek),748477,9838427
81258,6/20/2013,0,744572,9838428
81265,6/20/2013,0,745365,9838486
81267,6/20/2013,0,745365,9838486
81266,6/20/2013,0,745365,9838486
81255,6/20/2013,0,745346,9838569
81254,6/20/2013,0,745975,9838781
81268,6/20/2013,0,744696,9838958
81262,6/20/2013,Nasha's Lugga Crossing (Talek),749327,9839169
81254,6/20/2013,0,746094,9839294
81260,6/20/2013,0,744507,9839395
81260,6/20/2013,0,744507,9839395
81263,6/20/2013,Plantation Den (Talek),746293,9839498
81261,6/20/2013,Talek Lugga - Top (Talek),744889,9839601
81269,6/20/2013,Talek Lugga - Top (Talek),744889,9839801
