"","year","month","UTME","UTMN"
"9790",2013,7,751241,9837848
"9791",2013,7,751839,9837939
"9792",2013,7,744114,9838867
"9793",2013,7,745099,9840066
"9794",2013,7,745124,9840497
"9795",2013,7,745124,9840497
"9796",2013,7,745124,9840497
"9797",2013,7,744986,9840578
"9798",2013,7,747491,9837478
"9799",2013,7,748004,9837493
"9800",2013,7,751870,9837590
"9801",2013,7,751530,9837604
"9802",2013,7,751982,9837697
"9803",2013,7,751982,9837697
"9804",2013,7,705604,9837784
"9805",2013,7,751055,9837807
"9806",2013,7,748232,9837854
"9807",2013,7,745623,9838563
"9808",2013,7,744127,9838874
"9809",2013,7,744755,9840361
"9810",2013,7,744780,9840421
"9811",2013,7,745124,9840497
"9812",2013,7,745124,9840497
"9813",2013,7,745124,9840497
"9814",2013,7,745124,9840497
"9815",2013,7,745124,9840497
"9816",2013,7,743814,9840829
"9817",2013,7,744085,9840988
"9818",2013,7,747267,9837243
"9819",2013,7,747636,9837248
"9820",2013,7,749506,9837417
"9821",2013,7,747491,9837478
"9822",2013,7,747491,9837478
"9823",2013,7,747491,9837478
"9824",2013,7,747579,9837618
"9825",2013,7,751982,9837697
"9826",2013,7,751982,9837697
"9827",2013,7,747320,9837739
"9828",2013,7,745194,9840304
"9829",2013,7,745602,9840397
"9830",2013,7,745124,9840497
"9831",2013,7,745124,9840497
"9832",2013,7,745124,9840497
"9833",2013,7,744951,9840821
"9834",2013,7,747255,9837290
"9835",2013,7,749499,9837424
"9836",2013,7,747375,9837475
"9837",2013,7,747491,9837478
"9838",2013,7,749019,9837517
"9839",2013,7,751870,9837590
"9840",2013,7,751359,9837611
"9841",2013,7,747579,9837618
"9842",2013,7,747622,9837700
"9843",2013,7,748474,9837736
"9844",2013,7,748090,9837837
"9845",2013,7,746804,9838254
"9846",2013,7,746192,9838993
"9847",2013,7,745938,9839355
"9848",2013,7,745124,9840497
"9849",2013,7,745124,9840497
"9850",2013,7,745124,9840497
"9851",2013,7,744945,9840666
"9852",2013,7,747750,9837284
"9853",2013,7,747460,9836879
"9854",2013,7,748044,9837449
"9855",2013,7,747491,9837478
"9856",2013,7,747697,9837587
"9857",2013,7,747937,9837599
"9858",2013,7,747845,9837640
"9859",2013,7,747622,9837700
"9860",2013,7,747622,9837700
"9861",2013,7,747320,9837739
"9862",2013,7,747913,9837760
"9863",2013,7,747913,9837760
"9864",2013,7,747913,9837760
"9865",2013,7,747882,9837994
"9866",2013,7,746514,9838114
"9867",2013,7,746988,9838187
"9868",2013,7,748532,9838437
"9869",2013,7,743184,9839328
"9870",2013,7,743151,9839329
"9871",2013,7,743747,9839435
"9872",2013,7,745474,9840022
"9873",2013,7,744540,9840227
"9874",2013,7,743852,9840260
"9875",2013,7,745124,9840497
"9876",2013,7,745124,9840497
"9877",2013,7,745124,9840497
"9878",2013,7,745124,9840497
"9879",2013,7,745124,9840497
"9880",2013,7,745124,9840497
"9881",2013,7,744905,9840615
"9882",2013,7,742056,9840909
"9883",2013,7,747165,9835975
"9884",2013,7,745342,9837123
"9885",2013,7,747955,9837820
"9886",2013,7,747955,9837820
"9887",2013,7,748090,9837837
"9888",2013,7,747924,9837867
"9889",2013,7,747924,9837867
"9890",2013,7,747924,9837867
"9891",2013,7,747939,9837978
"9892",2013,7,747641,9838067
"9893",2013,7,747641,9838067
"9894",2013,7,746269,9838353
"9895",2013,7,746604,9838360
"9896",2013,7,746604,9838360
"9897",2013,7,745018,9838398
"9898",2013,7,748477,9838427
"9899",2013,7,744307,9838727
"9900",2013,7,743702,9839140
"9901",2013,7,743702,9839140
"9902",2013,7,744242,9839672
"9903",2013,7,742961,9840103
"9904",2013,7,745388,9840215
"9905",2013,7,745124,9840497
"9906",2013,7,745124,9840497
"9907",2013,7,744951,9840821
"9908",2013,7,747247,9836290
"9909",2013,7,747764,9836790
"9910",2013,7,747764,9836790
"9911",2013,7,747379,9836806
"9912",2013,7,747596,9836944
"9913",2013,7,747704,9837000
"9914",2013,7,748403,9837190
"9915",2013,7,747279,9837353
"9916",2013,7,747491,9837478
"9917",2013,7,747491,9837478
"9918",2013,7,747491,9837478
"9919",2013,7,747056,9837776
"9920",2013,7,747043,9837784
"9921",2013,7,748090,9837837
"9922",2013,7,747927,9837872
"9923",2013,7,747927,9837872
"9924",2013,7,747901,9837941
"9925",2013,7,746673,9837962
"9926",2013,7,747910,9837987
"9927",2013,7,747658,9837995
"9928",2013,7,747366,9838133
"9929",2013,7,747403,9838314
"9930",2013,7,747011,9838492
"9931",2013,7,746174,9838801
"9932",2013,7,744114,9838844
"9933",2013,7,744117,9838868
"9934",2013,7,746227,9839257
"9935",2013,7,745889,9839567
"9936",2013,7,744067,9839764
"9937",2013,7,744566,9840079
"9938",2013,7,745124,9840497
"9939",2013,7,745124,9840497
"9940",2013,7,745124,9840497
"9941",2013,7,747543,9836920
"9942",2013,7,747704,9837000
"9943",2013,7,747636,9837248
"9944",2013,7,747636,9837248
"9945",2013,7,747473,9837315
"9946",2013,7,747475,9837351
"9947",2013,7,747406,9837351
"9948",2013,7,748628,9837383
"9949",2013,7,749436,9837399
"9950",2013,7,747400,9837428
"9951",2013,7,747573,9837438
"9952",2013,7,747432,9837579
"9953",2013,7,747579,9837618
"9954",2013,7,750173,9837666
"9955",2013,7,747320,9837739
"9956",2013,7,747678,9837790
"9957",2013,7,748090,9837837
"9958",2013,7,747754,9837893
"9959",2013,7,747862,9837901
"9960",2013,7,747988,9837917
"9961",2013,7,747549,9837983
"9962",2013,7,747549,9837983
"9963",2013,7,747366,9838133
"9964",2013,7,747554,9838136
"9965",2013,7,747260,9838183
"9966",2013,7,746269,9838353
"9967",2013,7,746604,9838360
"9968",2013,7,745054,9840438
"9969",2013,7,747325,9837570
"9970",2013,7,747320,9837739
"9971",2013,7,748090,9837837
"9972",2013,7,747096,9837861
"9973",2013,7,747225,9837906
"9974",2013,7,747225,9837906
"9975",2013,7,748003,9837934
"9976",2013,7,747597,9838025
"9977",2013,7,747597,9838025
"9978",2013,7,747569,9838508
"9979",2013,7,747569,9838508
"9980",2013,7,743830,9839089
"9981",2013,7,742205,9840104
"9982",2013,7,745042,9840617
"9983",2013,7,748600,9837178
"9984",2013,7,747506,9837323
"9985",2013,7,748103,9837647
"9986",2013,7,751225,9837748
"9987",2013,7,747867,9837962
"9988",2013,7,747366,9838133
"9989",2013,7,747569,9838508
"9990",2013,7,738144,9841426
"9991",2013,7,738220,9841434
"9992",2013,7,739487,9841398
"9993",2013,7,739371,9841705
"9994",2013,7,738957,9840676
"9995",2013,7,738965,9840780
"9996",2013,7,738965,9840780
"9997",2013,7,740969,9840229
"9998",2013,7,738965,9840780
"9999",2013,7,738768,9840853
"10000",2013,7,738965,9840780
"10001",2013,7,738127,9842251
"10002",2013,7,738965,9840780
"10003",2013,7,738377,9841317
"10004",2013,7,738127,9842251
"10005",2013,7,737888,9842016
"10006",2013,7,738127,9842251
"10007",2013,7,738549,9841182
"10008",2013,7,738765,9840987
"10009",2013,7,738965,9840780
"10010",2013,7,738965,9840780
"10011",2013,7,738643,9841202
"10012",2013,7,738632,9840780
"10013",2013,7,738965,9840780
"10014",2013,7,739586,9839633
"10015",2013,7,738965,9840780
"10016",2013,7,738455,9841320
"10017",2013,7,732027,9841565
"10018",2013,7,732027,9841565
"10019",2013,7,732059,9841767
"10020",2013,7,732027,9841565
"10021",2013,7,732027,9841565
"10022",2013,7,732115,9841281
"10023",2013,7,732027,9841565
"10024",2013,7,731390,9841585
"10025",2013,7,732027,9841565
"10026",2013,7,732204,9841102
"10027",2013,7,732027,9841565
"10028",2013,7,731647,9841110
"10029",2013,7,730957,9841839
"10030",2013,7,732027,9841565
"10031",2013,7,732027,9841565
"10032",2013,7,732027,9841565
"10033",2013,7,732027,9841565
"10034",2013,7,732337,9841684
"10035",2013,7,732027,9841565
"10036",2013,7,732027,9841565
"10037",2013,7,732027,9841565
"10038",2013,7,732027,9841565
"10039",2013,7,732027,9841565
"10040",2013,7,732027,9841565
"10041",2013,7,732027,9841565
"10042",2013,7,732027,9841565
"10043",2013,7,732027,9841565
"10044",2013,7,732027,9841565
"10045",2013,7,732027,9841565
"10046",2013,7,730309,9841226
"10047",2013,7,732027,9841565
"10048",2013,7,732027,9841565
"10049",2013,7,732027,9841565
"10050",2013,7,732027,9841565
"10051",2013,7,732027,9841565
"10052",2013,7,732027,9841565
"10053",2013,7,731144,9843740
"10054",2013,7,732027,9841565
"10055",2013,7,732027,9841565
"10056",2013,7,732027,9841565
"10057",2013,7,732027,9841565
"10058",2013,7,730882,9841790
"10059",2013,7,730537,9840790
"10060",2013,7,730346,9840638
"10061",2013,7,731087,9840672
"10062",2013,7,731263,9840726
"10063",2013,7,731328,9840850
"10064",2013,7,731722,9841022
"10065",2013,7,732147,9841229
"10066",2013,7,722728,9844990
"10067",2013,7,723298,9845492
"10068",2013,7,723724,9844972
"10069",2013,7,723733,9844971
"10070",2013,7,723973,9846252
"10071",2013,7,721116,9845013
"10072",2013,7,720938,9845297
"10073",2013,7,721665,9844404
"10074",2013,7,722141,9844695
"10075",2013,7,721485,9847576
"10076",2013,7,721485,9847576
"10077",2013,7,721485,9847576
"10078",2013,7,721485,9847576
"10079",2013,7,721485,9847576
"10080",2013,7,721485,9847576
"10081",2013,7,721485,9847576
"10082",2013,7,721485,9847576
"10083",2013,7,721485,9847576
"10084",2013,7,721485,9847576
"10085",2013,7,721485,9847576
"10086",2013,7,721485,9847576
"10087",2013,7,721485,9847576
"10088",2013,7,721485,9847576
"10089",2013,7,721485,9847576
"10090",2013,7,720747,9847510
"10091",2013,7,720968,9847569
"10092",2013,7,721553,9847469
"10093",2013,7,721593,9847565
"10094",2013,7,724800,9844604
"10095",2013,7,725195,9844653
"10096",2013,7,725195,9844653
"10097",2013,7,719703,9847257
"10098",2013,7,728409,9840718
"10099",2013,7,723652,9844975
"10100",2013,7,723652,9844975
"10101",2013,7,727395,9840340
"10102",2013,7,721427,9846516
"10103",2013,7,721427,9846516
"10104",2013,7,721388,9846766
"10105",2013,7,721388,9846766
"10106",2013,7,719731,9847250
"10107",2013,7,719731,9847250
"10108",2013,7,719731,9847250
"10109",2013,7,719920,9847637
"10110",2013,7,719920,9847637
"10111",2013,7,724252,9846273
"10112",2013,7,724180,9846138
"10113",2013,7,724180,9846138
"10114",2013,7,724180,9846138
"10115",2013,7,724180,9846138
"10116",2013,7,724180,9846138
"10117",2013,7,724180,9846138
"10118",2013,7,724180,9846138
"10119",2013,7,724180,9846138
"10120",2013,7,724180,9846138
"10121",2013,7,724180,9846138
"10122",2013,7,724180,9846138
"10123",2013,7,724180,9846138
"10124",2013,7,724180,9846138
"10125",2013,7,724310,9846139
"10126",2013,7,724315,9846012
"10127",2013,7,724315,9846127
"10128",2013,7,718389,9849092
"10129",2013,7,724529,9846377
"10130",2013,7,724529,9846377
"10131",2013,7,724479,9845890
"10132",2013,7,724495,9846485
"10133",2013,7,724514,9846048
"10134",2013,7,723655,9846283
"10135",2013,7,721268,9848580
"10136",2013,7,724621,9846717
"10137",2013,7,721150,9849299
"10138",2013,7,720592,9851732
"10139",2013,7,721772,9847129
"10140",2013,7,721772,9847129
"10141",2013,7,721772,9847129
"10142",2013,7,721772,9847129
"10143",2013,7,721772,9847129
"10144",2013,7,721772,9847129
"10145",2013,7,721772,9847129
"10146",2013,7,721772,9847129
"10147",2013,7,721772,9847129
"10148",2013,7,721772,9847129
"10149",2013,7,721772,9847129
"10150",2013,7,721772,9847129
"10151",2013,7,721772,9847129
"10152",2013,7,721772,9847129
"10153",2013,7,721772,9847129
"10154",2013,7,721545,9847008
"10155",2013,7,721562,9847034
"10156",2013,7,720984,9846359
"10157",2013,7,721014,9847570
"10158",2013,7,721025,9847461
"10159",2013,7,721044,9847514
"10160",2013,7,721077,9847608
"10161",2013,7,721271,9848515
"10162",2013,7,721273,9848517
"10163",2013,7,720436,9849060
"10164",2013,7,720734,9849211
"10165",2013,7,720790,9847572
"10166",2013,7,720801,9847573
"10167",2013,7,723441,9844921
"10168",2013,7,723441,9844921
"10169",2013,7,723441,9844921
"10170",2013,7,723441,9844921
"10171",2013,7,723441,9844921
"10172",2013,7,723441,9844921
"10173",2013,7,723441,9844921
"10174",2013,7,723441,9844921
"10175",2013,7,723441,9844921
"10176",2013,7,723441,9844921
"10177",2013,7,723441,9844921
"10178",2013,7,723441,9844921
"10179",2013,7,723441,9844921
"10180",2013,7,723441,9844921
"10181",2013,7,723441,9844921
"10182",2013,7,723441,9844921
"10183",2013,7,723441,9844921
"10184",2013,7,723441,9844921
"10185",2013,7,723441,9844921
"10186",2013,7,723441,9844921
"10187",2013,7,723441,9844921
"10188",2013,7,723441,9844921
"10189",2013,7,723441,9844921
"10190",2013,7,723441,9844921
"10191",2013,7,723441,9844921
"10192",2013,7,723441,9844921
"10193",2013,7,723441,9844921
"10194",2013,7,723441,9844921
"10195",2013,7,723441,9844921
"10196",2013,7,723441,9844921
"10197",2013,7,723441,9844921
"10198",2013,7,723441,9844921
"10199",2013,7,723441,9844921
"10200",2013,7,723441,9844921
"10201",2013,7,722526,9844776
"10202",2013,7,722713,9844809
"10203",2013,7,722739,9844981
"10204",2013,7,724390,9845214
"10205",2013,7,724287,9844865
"10206",2013,7,724313,9844866
"10207",2013,7,724458,9845311
"10208",2013,7,724460,9845317
"10209",2013,7,724505,9844934
"10210",2013,7,724544,9845401
"10211",2013,7,724557,9844975
"10212",2013,7,725453,9844444
"10213",2013,7,725649,9844377
"10214",2013,7,725901,9844541
"10215",2013,7,721834,9847328
"10216",2013,7,721834,9847328
"10217",2013,7,721834,9847328
"10218",2013,7,721433,9847494
"10219",2013,7,721436,9847535
"10220",2013,7,721437,9847493
"10221",2013,7,721501,9847515
"10222",2013,7,721504,9874479
"10223",2013,7,721552,9847460
"10224",2013,7,721552,9847460
"10225",2013,7,721557,9847491
"10226",2013,7,721557,9847491
"10227",2013,7,721572,9847503
"10228",2013,7,721583,9847080
"10229",2013,7,721654,9847394
"10230",2013,7,721711,9847356
"10231",2013,7,721787,9847145
"10232",2013,7,721913,9847694
"10233",2013,7,721924,9847178
"10234",2013,7,721932,9847697
"10235",2013,7,721961,9847706
"10236",2013,7,722022,9847739
"10237",2013,7,722045,9846772
"10238",2013,7,722111,9847986
"10239",2013,7,722151,9847814
"10240",2013,7,722200,9847811
"10241",2013,7,722215,9847607
"10242",2013,7,722225,9846838
"10243",2013,7,722227,9847361
"10244",2013,7,722305,9847257
"10245",2013,7,723628,9847029
"10246",2013,7,723657,9847139
"10247",2013,7,718748,9847791
"10248",2013,7,718949,9847836
"10249",2013,7,722292,9846811
"10250",2013,7,722391,9847307
"10251",2013,7,722436,9847215
"10252",2013,7,722696,9846991
"10253",2013,7,722800,9846711
"10254",2013,7,723135,9847184
"10255",2013,7,723190,9847243
"10256",2013,7,723380,9847298
"10257",2013,7,723393,9847301
"10258",2013,7,721395,9853074
"10259",2013,7,725483,9841936
"10260",2013,7,725937,9841837
"10261",2013,7,727096,9840669
"10262",2013,7,727137,9841085
"10263",2013,7,727369,9840685
"10264",2013,7,727519,9840893
"10265",2013,7,727647,9840682
"10266",2013,7,725160,9844172
"10267",2013,7,726637,9842001
"10268",2013,7,726807,9842557
"10269",2013,7,727094,9842683
"10270",2013,7,727320,9842818
"10271",2013,7,727456,9841909
"10272",2013,7,727558,9840214
"10273",2013,7,727558,9840214
"10274",2013,7,727558,9840214
"10275",2013,7,726786,9839791
"10276",2013,7,727323,9840148
"10277",2013,7,727351,9840193
"10278",2013,7,727357,9840268
"10279",2013,7,727407,9840291
"10280",2013,7,727421,9839502
"10281",2013,7,727430,9840254
"10282",2013,7,727501,9840690
"10283",2013,7,727503,9840375
"10284",2013,7,727592,9840466
"10285",2013,7,727685,9840433
"10286",2013,7,727276,9840484
"10287",2013,7,727377,9840658
"10288",2013,7,727431,9840570
"10289",2013,7,727466,9840555
"10290",2013,7,727466,9840555
"10291",2013,7,727544,9840758
"10292",2013,7,726510,9838664
"10293",2013,7,726510,9838664
"10294",2013,7,726857,9839354
"10295",2013,7,727861,9841405
"10296",2013,7,727595,9841675
"10297",2013,7,727625,9841615
"10298",2013,7,727829,9841827
"10299",2013,7,728194,9841403
"10300",2013,7,728316,9841256
"10301",2013,7,727503,9840712
"10302",2013,7,727551,9840830
"10303",2013,7,728675,9841066
"10304",2013,7,728864,9841158
"10305",2013,7,729080,9841105
"10306",2013,7,726183,9842113
"10307",2013,7,726626,9842622
"10308",2013,7,725161,9844041
"10309",2013,7,726333,9842611
"10310",2013,7,728387,9841043
"10311",2013,7,728574,9840860
"10312",2013,7,728609,9840894
"10313",2013,7,725061,9842224
"10314",2013,7,726586,9841085
"10315",2013,7,726183,9841278
"10316",2013,7,726312,9841111
"10317",2013,7,726393,9840829
"10318",2013,7,726393,9840829
"10319",2013,7,725571,9841971
"10320",2013,7,725573,9841874
"10321",2013,7,725591,9841893
"10322",2013,7,725808,9841831
"10323",2013,7,725808,9841858
"10324",2013,7,727488,9840938
"10325",2013,7,727202,9842261
"10326",2013,7,727081,9842375
"10327",2013,7,727327,9842032
"10328",2013,7,727345,9842212
"10329",2013,7,727467,9839542
"10330",2013,7,727317,9840190
"10331",2013,7,727555,9841751
"10332",2013,7,727661,9841534
"10333",2013,7,727709,9840964
"10334",2013,7,728477,9841755
"10335",2013,7,728364,9841210
"10336",2013,7,728555,9840984
"10337",2013,7,726923,9841408
"10338",2013,7,725200,9842467
"10339",2013,7,725237,9841492
"10340",2013,7,725396,9842086
"10341",2013,7,717800,9841948
"10342",2013,7,719087,9840152
"10343",2013,7,720073,9839941
"10344",2013,7,717455,9839203
"10345",2013,7,718044,9841879
"10346",2013,7,719087,9840152
"10347",2013,7,719087,9840152
"10348",2013,7,717222,9842507
"10349",2013,7,717604,9839330
"10350",2013,7,716601,9840764
"10351",2013,7,719087,9840152
"10352",2013,7,719087,9840152
"10353",2013,7,720370,9843514
"10354",2013,7,719087,9840152
"10355",2013,7,716389,9840426
"10356",2013,7,717042,9841471
"10357",2013,7,717800,9841948
"10358",2013,7,719087,9840152
"10359",2013,7,719087,9840152
"10360",2013,7,719322,9840190
"10361",2013,7,719814,9840221
"10362",2013,7,718296,9839943
"10363",2013,7,719087,9840152
"10364",2013,7,719322,9840190
"10365",2013,7,719087,9840152
"10366",2013,7,719322,9840190
"10367",2013,7,716962,9840993
"10368",2013,7,716601,9840764
"10369",2013,7,716389,9840426
"10370",2013,7,717573,9841819
"10371",2013,7,719885,9840218
"10372",2013,7,719322,9840190
"10373",2013,7,719087,9840152
"10374",2013,7,719322,9840190
"10375",2013,7,719087,9840152
"10376",2013,7,719322,9840190
"10377",2013,7,719087,9840152
"10378",2013,7,718079,9842220
"10379",2013,7,718409,9839279
"10380",2013,7,719322,9840190
"10381",2013,7,719271,9839860
"10382",2013,7,719322,9840190
"10383",2013,7,717978,9840669
"10384",2013,7,720417,9840850
"10385",2013,7,720159,9839922
"10386",2013,7,720201,9839904
"10387",2013,7,718208,9841482
"10388",2013,7,720201,9839904
"10389",2013,7,721231,9844235
"10390",2013,7,720710,9843988
"10391",2013,7,720201,9839904
"10392",2013,7,720201,9839904
"10393",2013,7,719278,9838394
"10394",2013,7,720201,9839904
"10395",2013,7,717183,9841627
"10396",2013,7,717553,9841782
"10397",2013,7,723441,9844921
"10398",2013,7,720073,9839941
"10399",2013,7,720201,9839904
"10400",2013,7,721203,9844225
"10401",2013,8,747984,9836752
"10402",2013,8,749498,9837567
"10403",2013,8,748703,9837592
"10404",2013,8,747909,9837992
"10405",2013,8,747366,9838133
"10406",2013,8,748026,9838447
"10407",2013,8,747569,9838508
"10408",2013,8,747569,9838508
"10409",2013,8,747569,9838508
"10410",2013,8,747569,9838508
"10411",2013,8,743825,9839091
"10412",2013,8,747548,9837386
"10413",2013,8,747548,9837386
"10414",2013,8,747144,9837819
"10415",2013,8,748090,9837837
"10416",2013,8,746727,9838167
"10417",2013,8,746750,9838308
"10418",2013,8,747569,9838508
"10419",2013,8,747569,9838508
"10420",2013,8,747569,9838508
"10421",2013,8,745051,9840626
"10422",2013,8,747477,9836631
"10423",2013,8,747691,9836673
"10424",2013,8,747919,9836702
"10425",2013,8,747680,9836728
"10426",2013,8,747590,9836886
"10427",2013,8,748296,9836910
"10428",2013,8,747704,9837000
"10429",2013,8,747704,9837000
"10430",2013,8,747636,9837248
"10431",2013,8,747099,9837812
"10432",2013,8,747099,9837821
"10433",2013,8,747569,9838508
"10434",2013,8,747569,9838508
"10435",2013,8,747569,9838508
"10436",2013,8,747460,9835725
"10437",2013,8,747371,9836013
"10438",2013,8,747371,9836013
"10439",2013,8,747579,9837618
"10440",2013,8,747230,9838179
"10441",2013,8,747569,9838508
"10442",2013,8,747100,9835502
"10443",2013,8,747618,9835818
"10444",2013,8,748163,9836603
"10445",2013,8,747974,9836803
"10446",2013,8,747328,9836855
"10447",2013,8,747930,9836919
"10448",2013,8,747862,9837217
"10449",2013,8,747432,9837579
"10450",2013,8,751674,9837623
"10451",2013,8,747614,9837827
"10452",2013,8,747386,9837849
"10453",2013,8,747346,9837859
"10454",2013,8,747225,9837906
"10455",2013,8,747118,9837925
"10456",2013,8,747118,9837925
"10457",2013,8,747272,9838022
"10458",2013,8,747270,9838304
"10459",2013,8,747569,9838508
"10460",2013,8,747569,9838508
"10461",2013,8,747569,9838508
"10462",2013,8,747569,9838508
"10463",2013,8,743828,9839088
"10464",2013,8,747371,9836013
"10465",2013,8,748412,9836156
"10466",2013,8,747384,9836387
"10467",2013,8,746997,9836480
"10468",2013,8,748222,9836706
"10469",2013,8,748222,9836706
"10470",2013,8,748021,9836890
"10471",2013,8,747590,9836940
"10472",2013,8,747523,9837224
"10473",2013,8,747504,9837447
"10474",2013,8,747402,9837450
"10475",2013,8,747051,9837594
"10476",2013,8,747051,9837594
"10477",2013,8,747051,9837594
"10478",2013,8,747059,9837798
"10479",2013,8,747060,9837919
"10480",2013,8,747060,9837919
"10481",2013,8,747060,9837919
"10482",2013,8,747060,9837919
"10483",2013,8,747113,9837930
"10484",2013,8,747702,9837958
"10485",2013,8,747174,9838045
"10486",2013,8,747174,9838045
"10487",2013,8,747234,9838138
"10488",2013,8,746432,9838310
"10489",2013,8,747285,9838380
"10490",2013,8,747569,9838508
"10491",2013,8,747569,9838508
"10492",2013,8,747569,9838508
"10493",2013,8,746192,9838993
"10494",2013,8,743235,9840254
"10495",2013,8,745698,9837678
"10496",2013,8,747375,9838373
"10497",2013,8,747569,9838508
"10498",2013,8,747569,9838508
"10499",2013,8,747569,9838508
"10500",2013,8,745691,9838520
"10501",2013,8,747584,9837085
"10502",2013,8,747491,9837478
"10503",2013,8,747491,9837478
"10504",2013,8,747491,9837478
"10505",2013,8,747432,9837579
"10506",2013,8,747309,9837585
"10507",2013,8,751530,9837604
"10508",2013,8,747207,9837632
"10509",2013,8,747164,9837763
"10510",2013,8,746864,9837798
"10511",2013,8,746864,9837798
"10512",2013,8,747103,9837825
"10513",2013,8,748090,9837837
"10514",2013,8,746953,9837842
"10515",2013,8,746966,9837853
"10516",2013,8,746949,9837891
"10517",2013,8,747569,9838508
"10518",2013,8,745394,9838697
"10519",2013,8,744087,9839051
"10520",2013,8,743741,9840012
"10521",2013,8,742694,9840275
"10522",2013,8,747301,9835799
"10523",2013,8,747371,9836013
"10524",2013,8,747573,9836370
"10525",2013,8,746942,9836588
"10526",2013,8,747029,9836633
"10527",2013,8,747704,9837000
"10528",2013,8,747759,9837174
"10529",2013,8,747491,9837478
"10530",2013,8,747491,9837478
"10531",2013,8,747569,9838508
"10532",2013,8,750854,9837661
"10533",2013,8,747105,9837804
"10534",2013,8,747225,9837906
"10535",2013,8,747053,9838053
"10536",2013,8,747366,9838133
"10537",2013,8,745018,9838398
"10538",2013,8,747569,9838508
"10539",2013,8,747802,9835141
"10540",2013,8,747802,9835141
"10541",2013,8,746999,9835264
"10542",2013,8,746791,9836850
"10543",2013,8,748345,9837377
"10544",2013,8,747346,9837381
"10545",2013,8,748467,9837406
"10546",2013,8,748467,9837406
"10547",2013,8,748653,9837432
"10548",2013,8,747793,9837732
"10549",2013,8,747166,9837794
"10550",2013,8,747225,9837906
"10551",2013,8,748016,9838226
"10552",2013,8,746441,9838316
"10553",2013,8,746437,9838335
"10554",2013,8,746812,9838340
"10555",2013,8,747569,9838508
"10556",2013,8,747569,9838508
"10557",2013,8,746006,9838512
"10558",2013,8,745310,9838783
"10559",2013,8,743935,9838978
"10560",2013,8,743823,9839089
"10561",2013,8,746873,9837247
"10562",2013,8,747506,9837323
"10563",2013,8,746896,9837899
"10564",2013,8,747209,9838014
"10565",2013,8,747013,9838191
"10566",2013,8,747569,9838508
"10567",2013,8,747569,9838508
"10568",2013,8,745194,9840304
"10569",2013,8,744852,9840847
"10570",2013,8,742755,9840880
"10571",2013,8,744662,9840923
"10572",2013,8,747371,9836013
"10573",2013,8,747122,9836031
"10574",2013,8,747242,9836320
"10575",2013,8,746920,9836710
"10576",2013,8,747432,9837579
"10577",2013,8,747695,9837823
"10578",2013,8,746990,9837878
"10579",2013,8,746905,9838003
"10580",2013,8,747023,9838012
"10581",2013,8,747569,9838508
"10582",2013,8,746192,9838993
"10583",2013,8,746563,9836736
"10584",2013,8,746835,9837157
"10585",2013,8,746922,9837678
"10586",2013,8,747266,9838184
"10587",2013,8,747569,9838508
"10588",2013,8,746841,9833337
"10589",2013,8,746736,9836123
"10590",2013,8,746681,9836299
"10591",2013,8,747569,9838508
"10592",2013,8,747498,9836475
"10593",2013,8,747502,9836691
"10594",2013,8,747566,9838315
"10595",2013,8,747569,9838508
"10596",2013,8,747750,9837284
"10597",2013,8,747750,9837284
"10598",2013,8,747079,9836384
"10599",2013,8,746997,9836480
"10600",2013,8,747002,9836616
"10601",2013,8,747797,9836633
"10602",2013,8,747019,9836636
"10603",2013,8,747019,9836636
"10604",2013,8,747270,9836709
"10605",2013,8,747595,9837005
"10606",2013,8,747597,9837082
"10607",2013,8,752229,9837166
"10608",2013,8,751921,9837170
"10609",2013,8,747636,9837248
"10610",2013,8,747636,9837248
"10611",2013,8,747731,9837402
"10612",2013,8,747256,9837424
"10613",2013,8,747947,9837627
"10614",2013,8,750161,9837630
"10615",2013,8,747685,9838064
"10616",2013,8,747225,9838069
"10617",2013,8,746978,9838192
"10618",2013,8,744889,9838353
"10619",2013,8,745998,9838472
"10620",2013,8,747569,9838508
"10621",2013,8,746472,9838970
"10622",2013,8,746404,9837281
"10623",2013,8,747569,9838508
"10624",2013,8,747569,9838508
"10625",2013,8,743826,9839090
"10626",2013,8,744458,9839995
"10627",2013,8,741977,9838800
"10628",2013,8,742095,9839206
"10629",2013,8,742305,9839531
"10630",2013,8,747037,9836663
"10631",2013,8,746981,9836676
"10632",2013,8,746891,9837121
"10633",2013,8,746804,9837521
"10634",2013,8,747432,9837579
"10635",2013,8,748010,9837980
"10636",2013,8,747193,9838041
"10637",2013,8,747569,9838508
"10638",2013,8,743827,9839089
"10639",2013,8,742260,9840431
"10640",2013,8,744969,9840706
"10641",2013,8,746997,9836480
"10642",2013,8,747583,9837099
"10643",2013,8,743392,9837674
"10644",2013,8,744955,9837799
"10645",2013,8,747082,9838011
"10646",2013,8,745064,9838189
"10647",2013,8,746383,9838337
"10648",2013,8,747267,9838408
"10649",2013,8,746614,9838500
"10650",2013,8,747569,9838508
"10651",2013,8,747569,9838508
"10652",2013,8,745069,9839108
"10653",2013,8,745193,9839224
"10654",2013,8,745233,9839260
"10655",2013,8,745446,9839960
"10656",2013,8,744552,9841046
"10657",2013,8,743657,9834244
"10658",2013,8,743722,9834402
"10659",2013,8,747196,9834792
"10660",2013,8,743976,9836938
"10661",2013,8,746604,9838360
"10662",2013,8,747569,9838508
"10663",2013,8,751618,9833283
